Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA
2022-08-07,Matchweek 1,Home,L 1–2,Manchester Utd,Brighton,Y,90.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,98.0,2.0,1.0,2.0,0.1,0.1,0.0,3.0,0.0,75.0,81.0,92.6,2.0,1.0,17.0,61.0,29.0,8.0,2.0,98.0,100.0,2.0,1.0,58.0,1271.0,502.0,0.0,0.0,5.0,1.0,0.0
2022-08-13,Matchweek 2,Away,L 0–4,Manchester Utd,Brentford,Y,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,32.0,90.6,1.0,0.0,6.0,17.0,14.0,5.0,0.0,36.0,,0.0,0.0,26.0,478.0,157.0,0.0,0.0,2.0,0.0,0.0
2022-08-22,Matchweek 3,Home,W 2–1,Manchester Utd,Liverpool,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,81.8,0.0,0.0,12.0,25.0,14.0,0.0,0.0,39.0,,1.0,0.0,13.0,370.0,168.0,0.0,0.0,3.0,0.0,0.0
2022-08-27,Matchweek 4,Away,W 1–0,Manchester Utd,Southampton,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,48.0,68.8,0.0,1.0,6.0,37.0,25.0,1.0,0.0,61.0,100.0,1.0,0.0,32.0,573.0,206.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,Matchweek 5,Away,W 1–0,Manchester Utd,Leicester City,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,44.0,81.8,0.0,1.0,6.0,27.0,22.0,0.0,0.0,49.0,100.0,0.0,0.0,30.0,703.0,246.0,0.0,0.0,3.0,0.0,0.0
2022-09-04,Matchweek 6,Home,W 3–1,Manchester Utd,Arsenal,Y,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,29.0,34.0,85.3,0.0,0.0,10.0,22.0,21.0,0.0,0.0,43.0,,1.0,0.0,28.0,586.0,342.0,0.0,0.0,3.0,0.0,0.0
2022-10-02,Matchweek 9,Away,L 3–6,Manchester Utd,Manchester City,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,69.0,88.4,2.0,1.0,18.0,49.0,25.0,4.0,0.0,77.0,100.0,0.0,0.0,57.0,1108.0,339.0,0.0,0.0,4.0,1.0,0.0
2022-10-09,Matchweek 10,Away,W 2–1,Manchester Utd,Everton,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,80.0,91.0,87.9,3.0,0.0,18.0,40.0,61.0,2.0,0.0,102.0,,1.0,2.0,72.0,1410.0,398.0,0.0,0.0,2.0,0.0,0.0
2022-10-16,Matchweek 11,Home,D 0–0,Manchester Utd,Newcastle Utd,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,62.0,79.0,1.0,0.0,11.0,38.0,28.0,1.0,0.0,67.0,,0.0,1.0,43.0,926.0,292.0,0.0,0.0,4.0,0.0,0.0
2022-10-19,Matchweek 12,Home,W 2–0,Manchester Utd,Tottenham,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,44.0,49.0,89.8,1.0,0.0,13.0,40.0,22.0,1.0,0.0,63.0,,1.0,1.0,34.0,774.0,163.0,0.0,0.0,3.0,0.0,0.0
