Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Tkld,Tkld%,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,PrgR,xA,KP,PPA,CrsPA
2022-08-27,Matchweek 4,Away,W 1–0,Manchester Utd,Southampton,N,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,62.5,1.0,2.0,0.0,0.0,2.0,10.0,1.0,0.0,0.0,11.0,,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,Matchweek 5,Away,W 1–0,Manchester Utd,Leicester City,N,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,27.0,33.0,81.8,4.0,16.0,2.0,1.0,3.0,15.0,21.0,2.0,0.0,37.0,50.0,0.0,0.0,80.0,51.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
2022-09-04,Matchweek 6,Home,W 3–1,Manchester Utd,Arsenal,N,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,4.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,10.0,,0.0,,39.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
2022-10-02,Matchweek 9,Away,L 3–6,Manchester Utd,Manchester City,N,32.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,29.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,19.0,24.0,79.2,0.0,16.0,0.0,0.0,3.0,11.0,14.0,4.0,0.0,29.0,,0.0,,85.0,23.0,1.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0
2022-10-09,Matchweek 10,Away,W 2–1,Manchester Utd,Everton,Y,90.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,87.0,4.0,1.0,3.0,0.3,0.3,0.4,3.0,1.0,56.0,72.0,77.8,7.0,40.0,1.0,0.0,6.0,26.0,49.0,12.0,1.0,87.0,,0.0,,84.0,48.0,1.0,0.0,1.0,1.0,60.0,0.0,0.4,2.0,1.0,0.0
2022-10-16,Matchweek 11,Home,D 0–0,Manchester Utd,Newcastle Utd,Y,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,69.0,7.0,1.0,3.0,0.0,0.0,0.3,4.0,0.0,43.0,54.0,79.6,5.0,29.0,0.0,0.0,2.0,19.0,34.0,16.0,0.0,69.0,,0.0,,103.0,28.0,0.0,0.0,0.0,2.0,40.0,0.0,0.4,1.0,1.0,1.0
2022-10-19,Matchweek 12,Home,W 2–0,Manchester Utd,Tottenham,Y,86.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,68.0,4.0,2.0,0.0,0.1,0.1,0.1,5.0,1.0,49.0,59.0,83.1,3.0,31.0,1.0,1.0,2.0,16.0,34.0,18.0,1.0,68.0,50.0,0.0,0.0,107.0,47.0,2.0,0.0,0.0,1.0,41.0,0.0,0.0,2.0,0.0,0.0
2022-10-22,Matchweek 13,Away,D 1–1,Manchester Utd,Chelsea,Y,90.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,68.0,5.0,1.0,1.0,0.1,0.1,0.0,4.0,0.0,46.0,56.0,82.1,7.0,41.0,0.0,0.0,6.0,31.0,35.0,3.0,1.0,68.0,,0.0,,137.0,61.0,0.0,0.0,2.0,1.0,40.0,2.0,0.0,0.0,0.0,0.0
2022-10-30,Matchweek 14,Home,W 1–0,Manchester Utd,West Ham,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,52.0,65.0,80.0,3.0,29.0,0.0,1.0,9.0,30.0,34.0,13.0,0.0,76.0,100.0,0.0,0.0,125.0,69.0,1.0,0.0,2.0,0.0,48.0,3.0,0.0,1.0,0.0,0.0
2022-11-06,Matchweek 15,Away,L 1–3,Manchester Utd,Aston Villa,Y,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0,5.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,50.0,65.0,76.9,12.0,50.0,2.0,0.0,0.0,8.0,51.0,20.0,0.0,79.0,0.0,1.0,100.0,207.0,78.0,2.0,0.0,0.0,0.0,55.0,3.0,0.2,1.0,3.0,1.0
