Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA
2022-10-19,Matchweek 12,Home,W 1–0,Liverpool,West Ham,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-22,Matchweek 13,Away,L 0–1,Liverpool,Nott'ham Forest,N,15,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0.0,0,0,0,0
2022-10-29,Matchweek 14,Home,L 1–2,Liverpool,Leeds United,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-06,Matchweek 15,Away,W 2–1,Liverpool,Tottenham,N,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,1,0,0,1,,0,0,2,0,0,0.0,0,0,0,0
2022-11-12,Matchweek 16,Home,W 3–1,Liverpool,Southampton,N,16,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.1,1,0,5,5,100.0,1,0,0,0,5,1,0,6,,0,1,7,107,34,0.0,1,0,0,0
2022-12-26,Matchweek 17,Away,W 3–1,Liverpool,Aston Villa,Y,66,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.1,1,0,12,20,60.0,3,0,0,5,14,12,3,31,0.0,4,0,18,190,48,0.0,1,3,0,0
2022-12-30,Matchweek 18,Home,W 2–1,Liverpool,Leicester City,Y,61,0,0,0,0,1,0,0,0,26,1,0,2,0.1,0.1,0.4,3,0,13,16,81.3,1,2,2,5,13,8,2,26,50.0,2,2,18,210,75,0.0,1,1,1,0
2023-01-02,Matchweek 19,Away,L 1–3,Liverpool,Brentford,Y,82,1,0,0,0,3,2,0,0,48,2,0,2,0.3,0.3,0.3,3,0,28,36,77.8,4,1,0,3,21,27,6,48,33.3,3,2,33,469,144,0.1,2,4,1,0
2023-01-14,Matchweek 20,Away,L 0–3,Liverpool,Brighton,Y,67,0,0,0,0,2,1,0,0,27,2,1,0,0.8,0.8,0.0,1,0,12,16,75.0,0,1,1,4,11,12,4,27,50.0,3,3,18,200,29,0.0,0,0,0,0
2023-01-21,Matchweek 21,Home,D 0–0,Liverpool,Chelsea,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
