Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA
2022-08-06,Matchweek 1,Home,W 2–1,Leeds United,Wolves,Y,64.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,31.0,0.0,2.0,1.0,0.1,0.1,0.0,0.0,0.0,11.0,20.0,55.0,1.0,0.0,0.0,1.0,18.0,12.0,2.0,31.0,,2.0,1.0,22.0,186.0,48.0,0.0,0.0,3.0,0.0,0.0
2022-08-13,Matchweek 2,Away,D 2–2,Leeds United,Southampton,Y,90.0,2.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,47.0,0.0,0.0,0.0,1.3,1.3,0.3,4.0,0.0,26.0,33.0,78.8,1.0,0.0,1.0,3.0,27.0,17.0,8.0,47.0,0.0,5.0,0.0,37.0,464.0,95.0,0.3,3.0,2.0,1.0,0.0
2022-08-21,Matchweek 3,Home,W 3–0,Leeds United,Chelsea,Y*,82.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,31.0,0.0,0.0,0.0,0.6,0.6,0.5,2.0,1.0,11.0,18.0,61.1,1.0,0.0,1.0,8.0,7.0,16.0,8.0,31.0,0.0,1.0,2.0,18.0,169.0,24.0,0.0,1.0,1.0,0.0,0.0
2022-08-27,Matchweek 4,Away,L 0–1,Leeds United,Brighton,Y*,90.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,39.0,1.0,0.0,0.0,0.3,0.3,0.0,1.0,0.0,21.0,29.0,72.4,1.0,0.0,3.0,5.0,18.0,16.0,3.0,39.0,,2.0,0.0,28.0,408.0,72.0,0.0,0.0,2.0,0.0,0.0
2022-08-30,Matchweek 5,Home,D 1–1,Leeds United,Everton,Y*,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,75.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,10.0,,1.0,1.0,10.0,88.0,17.0,0.0,0.0,0.0,0.0,0.0
2022-10-02,Matchweek 9,Home,D 0–0,Leeds United,Aston Villa,Y,67.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,12.0,17.0,70.6,0.0,0.0,4.0,5.0,9.0,9.0,3.0,23.0,,0.0,1.0,17.0,189.0,33.0,0.0,0.0,0.0,0.0,0.0
2022-10-09,Matchweek 10,Away,L 1–2,Leeds United,Crystal Palace,Y,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,2.0,0.0,2.0,0.0,0.0,0.2,4.0,0.0,21.0,33.0,63.6,3.0,3.0,0.0,3.0,14.0,23.0,2.0,40.0,75.0,1.0,0.0,29.0,281.0,98.0,0.1,3.0,2.0,4.0,1.0
2022-10-16,Matchweek 11,Home,L 0–1,Leeds United,Arsenal,Y,45.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,25.0,1.0,0.0,1.0,0.2,0.2,0.0,4.0,0.0,14.0,19.0,73.7,1.0,1.0,0.0,2.0,11.0,12.0,3.0,25.0,100.0,0.0,1.0,15.0,202.0,65.0,0.0,1.0,1.0,1.0,0.0
2022-10-20,Matchweek 12,Away,L 0–2,Leeds United,Leicester City,N,45.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,9.0,12.0,75.0,0.0,0.0,0.0,4.0,13.0,6.0,2.0,22.0,0.0,2.0,2.0,15.0,105.0,29.0,0.0,0.0,2.0,0.0,0.0
2022-10-23,Matchweek 13,Home,L 2–3,Leeds United,Fulham,Y,63.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,27.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,14.0,19.0,73.7,0.0,0.0,0.0,3.0,10.0,14.0,7.0,27.0,,4.0,0.0,20.0,165.0,9.0,0.0,0.0,1.0,0.0,0.0
2022-10-29,Matchweek 14,Away,W 2–1,Leeds United,Liverpool,Y,51.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,1.0,0.2,3.0,0.0,13.0,20.0,65.0,1.0,0.0,0.0,3.0,14.0,8.0,3.0,25.0,,0.0,1.0,19.0,211.0,14.0,0.0,2.0,1.0,0.0,0.0
