Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Tkld,Tkld%,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,PrgR,xA,KP,PPA,CrsPA
2022-08-06,Matchweek 1,Home,W 2–1,Leeds United,Wolves,Y,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,3.0,1.0,2.0,0.1,0.1,0.0,1.0,0.0,34.0,39.0,87.2,2.0,24.0,0.0,0.0,13.0,30.0,21.0,1.0,1.0,52.0,,0.0,,65.0,38.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0
2022-08-13,Matchweek 2,Away,D 2–2,Leeds United,Southampton,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,47.0,64.0,73.4,4.0,34.0,0.0,0.0,18.0,56.0,18.0,1.0,0.0,74.0,,0.0,,110.0,54.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
2022-08-21,Matchweek 3,Home,W 3–0,Leeds United,Chelsea,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,31.0,67.7,1.0,16.0,0.0,0.0,10.0,30.0,7.0,0.0,0.0,37.0,,0.0,,35.0,11.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
2022-08-27,Matchweek 4,Away,L 0–1,Leeds United,Brighton,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,65.0,75.4,2.0,42.0,0.0,0.0,8.0,44.0,29.0,1.0,0.0,74.0,,0.0,,247.0,138.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
2022-08-30,Matchweek 5,Home,D 1–1,Leeds United,Everton,Y,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,94.0,81.9,14.0,67.0,3.0,0.0,2.0,35.0,59.0,8.0,2.0,101.0,,0.0,,321.0,201.0,0.0,0.0,1.0,1.0,78.0,1.0,0.0,0.0,1.0,0.0
2022-09-03,Matchweek 6,Away,L 2–5,Leeds United,Brentford,Y*,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,40.0,51.0,78.4,1.0,27.0,0.0,0.0,9.0,35.0,23.0,4.0,1.0,62.0,,0.0,,153.0,84.0,1.0,0.0,1.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
2022-10-02,Matchweek 9,Home,D 0–0,Leeds United,Aston Villa,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,49.0,75.5,2.0,29.0,0.0,0.0,9.0,36.0,21.0,1.0,0.0,58.0,,0.0,,75.0,35.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0
2022-10-09,Matchweek 10,Away,L 1–2,Leeds United,Crystal Palace,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,35.0,62.9,2.0,20.0,0.0,0.0,6.0,30.0,13.0,3.0,1.0,46.0,,0.0,,118.0,53.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0
2022-10-16,Matchweek 11,Home,L 0–1,Leeds United,Arsenal,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,50.0,76.0,5.0,39.0,2.0,0.0,5.0,24.0,31.0,4.0,0.0,59.0,,0.0,,275.0,185.0,3.0,0.0,2.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0
2022-10-20,Matchweek 12,Away,L 0–2,Leeds United,Leicester City,Y,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,43.0,76.7,2.0,39.0,0.0,0.0,1.0,16.0,28.0,0.0,0.0,44.0,,0.0,,118.0,64.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
