Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec
2022-08-06,Matchweek 1,Home,W 2–0,Newcastle Utd,Nott'ham Forest,Y,90.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,46.0,2.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,28.0,33.0,84.8,1.0,0.0,7.0,28.0,12.0,6.0,6.0,46.0,,0.0,0.0,22.0
2022-08-13,Matchweek 2,Away,D 0–0,Newcastle Utd,Brighton,Y,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,2.0,2.0,1.0,0.1,0.1,0.0,0.0,0.0,38.0,47.0,80.9,3.0,0.0,8.0,24.0,25.0,15.0,1.0,64.0,,1.0,0.0,27.0
2022-08-21,Matchweek 3,Home,D 3–3,Newcastle Utd,Manchester City,Y,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,25.0,72.0,0.0,0.0,5.0,12.0,17.0,5.0,1.0,34.0,0.0,0.0,0.0,10.0
2022-08-28,Matchweek 4,Away,D 1–1,Newcastle Utd,Wolves,Y,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,34.0,82.4,2.0,0.0,5.0,19.0,18.0,5.0,1.0,42.0,,0.0,0.0,21.0
2022-08-31,Matchweek 5,Away,L 1–2,Newcastle Utd,Liverpool,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,18.0,55.6,0.0,0.0,7.0,22.0,13.0,0.0,0.0,35.0,,0.0,0.0,9.0
2022-09-03,Matchweek 6,Home,D 0–0,Newcastle Utd,Crystal Palace,N,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,75.0,0.0,0.0,1.0,2.0,2.0,6.0,1.0,10.0,,0.0,0.0,4.0
2022-09-17,Matchweek 8,Home,D 1–1,Newcastle Utd,Bournemouth,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,97.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,82.0,92.0,89.1,3.0,0.0,13.0,38.0,53.0,6.0,0.0,97.0,,0.0,0.0,70.0
2022-10-01,Matchweek 9,Away,W 4–1,Newcastle Utd,Fulham,Y,82.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,74.0,1.0,1.0,2.0,0.1,0.1,0.0,1.0,0.0,61.0,66.0,92.4,5.0,1.0,0.0,25.0,37.0,12.0,1.0,74.0,100.0,1.0,0.0,55.0
2022-10-08,Matchweek 10,Home,W 5–1,Newcastle Utd,Brentford,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,34.0,47.0,72.3,1.0,0.0,8.0,26.0,22.0,9.0,0.0,57.0,,0.0,0.0,31.0
2022-10-16,Matchweek 11,Away,D 0–0,Newcastle Utd,Manchester Utd,Y,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,80.0,0.0,0.0,1.0,10.0,8.0,8.0,2.0,25.0,0.0,0.0,2.0,12.0
2022-10-19,Matchweek 12,Home,W 1–0,Newcastle Utd,Everton,Y,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,1.0,2.0,0.0,0.1,0.1,0.0,0.0,0.0,32.0,44.0,72.7,3.0,0.0,3.0,27.0,23.0,4.0,2.0,54.0,,1.0,1.0,25.0
2022-10-23,Matchweek 13,Away,W 2–1,Newcastle Utd,Tottenham,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,47.0,52.0,90.4,1.0,0.0,3.0,27.0,18.0,12.0,3.0,57.0,,0.0,0.0,37.0
