Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA
2022-08-06,Matchweek 1,Away,W 1–0,Chelsea,Everton,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-14,Matchweek 2,Home,D 2–2,Chelsea,Tottenham,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-21,Matchweek 3,Away,L 0–3,Chelsea,Leeds United,N,27,0,0,0,0,2,0,0,0,24,0,0,0,0.1,0.1,0.1,2,0,12,21,57.1,0,2,0,0,10,14,0,24,100.0,0,1,19,239,47,0.0,2,1,0,0
2022-08-27,Matchweek 4,Home,W 2–1,Chelsea,Leicester City,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-30,Matchweek 5,Away,L 1–2,Chelsea,Southampton,Y,90,0,0,0,0,1,0,0,0,54,3,2,0,0.1,0.1,0.0,3,0,28,40,70.0,2,2,2,13,23,18,2,54,40.0,2,2,40,515,155,0.0,1,3,1,0
2022-09-03,Matchweek 6,Home,W 2–1,Chelsea,West Ham,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-01,Matchweek 9,Away,W 2–1,Chelsea,Crystal Palace,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-08,Matchweek 10,Home,W 3–0,Chelsea,Wolves,N,5,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0.0,0,0,0,0
2022-10-19,Matchweek 12,Away,D 0–0,Chelsea,Brentford,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-22,Matchweek 13,Home,D 1–1,Chelsea,Manchester Utd,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-29,Matchweek 14,Away,L 1–4,Chelsea,Brighton,N,12,0,0,0,0,0,0,0,0,13,0,1,0,0.0,0.0,0.0,1,0,7,10,70.0,1,0,0,1,9,3,0,13,0.0,0,0,9,110,20,0.0,0,1,1,0
2022-11-06,Matchweek 15,Home,L 0–1,Chelsea,Arsenal,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-12,Matchweek 16,Away,L 0–1,Chelsea,Newcastle Utd,N,18,0,0,0,0,0,0,0,0,18,4,0,0,0.0,0.0,0.0,1,0,10,15,66.7,1,0,1,3,6,9,0,18,,0,0,12,262,50,0.0,1,1,0,0
2023-01-01,Matchweek 18,Away,D 1–1,Chelsea,Nott'ham Forest,N,19,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.3,1,0,7,11,63.6,1,0,0,2,7,6,0,14,0.0,0,0,14,111,63,0.2,1,0,2,1
2023-01-05,Matchweek 19,Home,L 0–1,Chelsea,Manchester City,Y,68,0,0,0,0,1,1,0,0,47,2,0,1,0.0,0.0,0.0,1,0,21,37,56.8,3,0,0,5,20,22,1,47,0.0,0,1,34,306,142,0.1,0,2,1,1
2023-01-12,Matchweek 7,Away,L 1–2,Chelsea,Fulham,N,11,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,6,8,75.0,0,0,0,2,3,4,0,9,,0,0,8,74,17,0.0,0,0,0,0
2023-01-15,Matchweek 20,Home,W 1–0,Chelsea,Crystal Palace,Y,88,0,1,0,0,3,1,0,0,75,5,1,1,0.1,0.1,0.3,7,1,37,59,62.7,6,4,1,8,20,48,4,75,66.7,1,4,49,611,305,0.3,2,1,4,2
2023-01-21,Matchweek 21,Away,D 0–0,Chelsea,Liverpool,Y,90,0,0,0,0,3,0,0,0,64,1,0,1,0.2,0.2,0.5,4,0,28,47,59.6,5,1,3,13,28,24,2,64,33.3,1,3,40,481,287,0.4,2,2,2,1
