Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec
2022-08-07,Matchweek 1,Home,L 1–2,Manchester Utd,Brighton,Y,90.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,75.0,2.0,0.0,1.0,0.1,0.1,0.1,7.0,0.0,46.0,65.0,70.8,6.0,0.0,0.0,14.0,39.0,22.0,2.0,75.0,,2.0,2.0,52.0
2022-08-13,Matchweek 2,Away,L 0–4,Manchester Utd,Brentford,Y,86.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,84.0,0.0,2.0,1.0,0.3,0.3,0.0,2.0,0.0,61.0,75.0,81.3,2.0,0.0,4.0,16.0,50.0,18.0,3.0,84.0,,0.0,0.0,60.0
2022-08-22,Matchweek 3,Home,W 2–1,Manchester Utd,Liverpool,Y,85.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,35.0,0.0,0.0,3.0,0.1,0.1,0.0,1.0,0.0,15.0,26.0,57.7,3.0,1.0,3.0,6.0,17.0,12.0,1.0,35.0,100.0,1.0,0.0,16.0
2022-08-27,Matchweek 4,Away,W 1–0,Manchester Utd,Southampton,Y,89.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.5,0.5,0.3,2.0,0.0,37.0,50.0,74.0,4.0,0.0,1.0,7.0,33.0,15.0,2.0,55.0,0.0,0.0,3.0,38.0
2022-09-01,Matchweek 5,Away,W 1–0,Manchester Utd,Leicester City,Y,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,69.0,0.0,0.0,2.0,0.1,0.1,0.0,0.0,0.0,48.0,62.0,77.4,3.0,0.0,0.0,17.0,34.0,18.0,1.0,69.0,,1.0,1.0,52.0
2022-09-04,Matchweek 6,Home,W 3–1,Manchester Utd,Arsenal,Y,90.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,53.0,0.0,0.0,2.0,0.1,0.1,0.4,4.0,2.0,35.0,45.0,77.8,2.0,0.0,3.0,14.0,26.0,13.0,2.0,53.0,0.0,2.0,0.0,39.0
2022-10-02,Matchweek 9,Away,L 3–6,Manchester Utd,Manchester City,Y,90.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,49.0,1.0,0.0,1.0,0.1,0.1,0.1,4.0,1.0,36.0,43.0,83.7,3.0,0.0,3.0,11.0,28.0,10.0,1.0,49.0,0.0,1.0,0.0,37.0
2022-10-09,Matchweek 10,Away,W 2–1,Manchester Utd,Everton,Y,82.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,79.0,1.0,0.0,0.0,0.2,0.2,0.0,4.0,0.0,60.0,73.0,82.2,4.0,1.0,1.0,9.0,50.0,20.0,1.0,79.0,50.0,0.0,1.0,60.0
2022-10-19,Matchweek 12,Home,W 2–0,Manchester Utd,Tottenham,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,6.0,,0.0,1.0,7.0
2022-10-22,Matchweek 13,Away,D 1–1,Manchester Utd,Chelsea,Y,79.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,39.0,51.0,76.5,3.0,0.0,1.0,11.0,29.0,15.0,1.0,54.0,,0.0,1.0,32.0
2022-10-30,Matchweek 14,Home,W 1–0,Manchester Utd,West Ham,Y,78.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1.0,1.0,0.0,0.0,0.0,0.4,6.0,1.0,62.0,79.0,78.5,5.0,0.0,3.0,11.0,48.0,24.0,0.0,83.0,,1.0,1.0,61.0
2022-11-06,Matchweek 15,Away,L 1–3,Manchester Utd,Aston Villa,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,1.0,0.0,1.0,0.0,0.0,0.2,2.0,0.0,65.0,81.0,80.2,7.0,0.0,1.0,11.0,35.0,38.0,0.0,84.0,,1.0,0.0,67.0
2022-11-13,Matchweek 16,Away,W 2–1,Manchester Utd,Fulham,Y,90.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,59.0,1.0,1.0,1.0,1.0,1.0,0.2,5.0,1.0,38.0,48.0,79.2,7.0,0.0,1.0,13.0,36.0,10.0,2.0,59.0,0.0,2.0,0.0,37.0
2022-12-27,Matchweek 17,Home,W 3–0,Manchester Utd,Nott'ham Forest,Y,76.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,82.0,0.0,0.0,0.0,0.1,0.1,0.2,4.0,1.0,65.0,77.0,84.4,2.0,0.0,3.0,8.0,43.0,31.0,3.0,82.0,,2.0,1.0,69.0
2022-12-31,Matchweek 18,Away,W 1–0,Manchester Utd,Wolves,Y,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,35.0,43.0,81.4,5.0,0.0,1.0,7.0,29.0,10.0,0.0,46.0,,1.0,0.0,35.0
2023-01-03,Matchweek 19,Home,W 3–0,Manchester Utd,Bournemouth,Y,67.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,74.0,2.0,0.0,0.0,0.1,0.1,0.4,2.0,1.0,56.0,67.0,83.6,6.0,0.0,1.0,13.0,41.0,20.0,1.0,74.0,0.0,1.0,0.0,56.0
2023-01-14,Matchweek 20,Home,W 2–1,Manchester Utd,Manchester City,Y,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,0.0,17.0,25.0,68.0,3.0,0.0,0.0,7.0,13.0,8.0,0.0,28.0,,1.0,1.0,18.0
2023-01-18,Matchweek 7,Away,D 1–1,Manchester Utd,Crystal Palace,Y,82.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,1.0,0.0,0.0,0.0,0.2,1.0,1.0,56.0,62.0,90.3,6.0,0.0,1.0,8.0,47.0,11.0,1.0,66.0,,1.0,1.0,54.0
2023-01-22,Matchweek 21,Away,L 2–3,Manchester Utd,Arsenal,Y,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,1.0,2.0,5.0,0.1,0.1,0.0,0.0,0.0,36.0,53.0,67.9,1.0,0.0,9.0,24.0,31.0,12.0,1.0,67.0,,2.0,1.0,35.0
