Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Tkld,Tkld%,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,PrgR,xA,KP,PPA,CrsPA
2022-08-06,Matchweek 1,Away,L 0–2,Aston Villa,Bournemouth,Y,65,0,0,0,0,3,1,1,0,24,0,0,1,0.3,0.3,0.0,1,0,12,16,75.0,0,13,2,3,1,2,8,14,5,24,100.0,0,0.0,100,21,0,0,0,3,17,4,0.0,1,0,0
2022-08-13,Matchweek 2,Home,W 2–1,Aston Villa,Everton,Y,77,1,0,0,0,2,1,1,0,30,0,0,2,0.2,0.2,0.0,1,0,14,19,73.7,3,18,1,1,1,2,5,23,7,30,50.0,1,50.0,62,22,1,2,1,1,22,6,0.1,0,2,0
2022-08-20,Matchweek 3,Away,L 1–3,Aston Villa,Crystal Palace,N,25,0,0,0,0,2,1,0,0,3,0,0,0,0.1,0.1,0.0,1,0,1,1,100.0,0,2,0,0,0,0,1,2,2,3,,0,,4,0,0,0,0,1,3,0,0.0,0,0,0
2022-08-28,Matchweek 4,Home,L 0–1,Aston Villa,West Ham,Y,77,0,0,0,0,1,0,0,0,21,0,0,1,0.1,0.1,0.0,0,0,10,15,66.7,0,15,2,1,0,0,9,12,2,21,100.0,0,0.0,87,22,0,0,0,2,18,6,0.0,0,0,0
2022-08-31,Matchweek 5,Away,L 1–2,Aston Villa,Arsenal,N,8,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,1,2,0,0,0,0,1,1,1,2,,0,,0,0,0,0,1,0,2,2,0.0,0,0,0
2022-09-03,Matchweek 6,Home,D 1–1,Aston Villa,Manchester City,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-16,Matchweek 8,Home,W 1–0,Aston Villa,Southampton,N,7,0,0,0,0,1,0,0,0,5,0,0,0,0.6,0.6,0.0,0,0,3,4,75.0,0,4,0,0,0,1,3,1,0,5,,0,,12,5,0,0,0,0,4,1,0.0,0,0,0
2022-10-02,Matchweek 9,Away,D 0–0,Aston Villa,Leeds United,N,9,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,1,100.0,0,1,0,0,0,0,0,1,0,1,,0,,6,0,0,0,0,0,1,0,0.0,1,0,0
2022-10-10,Matchweek 10,Away,D 1–1,Aston Villa,Nott'ham Forest,N,26,0,0,0,0,0,0,0,0,7,1,0,1,0.0,0.0,0.0,0,0,4,4,100.0,0,4,0,0,0,1,3,3,0,7,,0,,18,12,2,0,1,0,4,2,0.0,0,0,0
2022-10-16,Matchweek 11,Home,L 0–2,Aston Villa,Chelsea,Y,90,0,0,0,0,5,2,0,0,30,3,0,2,0.4,0.4,0.0,1,0,11,16,68.8,1,13,0,0,0,0,15,15,6,30,,0,,26,9,0,0,2,1,15,4,0.0,0,0,0
