Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA
2022-09-16,Matchweek 8,Away,L 0–1,Southampton,Aston Villa,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-01,Matchweek 9,Home,L 1–2,Southampton,Everton,Y,90,0,0,0,0,2,1,0,0,74,1,1,1,0.2,0.2,0.0,1,0,55,64,85.9,4,0,5,26,44,4,4,74,,0,0,51,1185,404,0.1,1,3,0,0
2022-10-08,Matchweek 10,Away,L 0–4,Southampton,Manchester City,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-16,Matchweek 11,Home,D 1–1,Southampton,West Ham,N,49,0,0,0,0,0,0,0,0,21,0,1,1,0.0,0.0,0.0,0,0,9,13,69.2,0,0,5,16,5,0,0,21,,0,0,8,196,45,0.0,0,1,0,0
2022-10-19,Matchweek 12,Away,W 1–0,Southampton,Bournemouth,Y,90,0,0,0,0,0,0,0,0,72,3,2,0,0.0,0.0,0.0,2,0,53,61,86.9,2,0,13,53,18,1,0,72,,0,0,43,909,324,0.0,0,0,0,0
2022-10-23,Matchweek 13,Home,D 1–1,Southampton,Arsenal,Y,90,0,0,0,0,0,0,0,0,46,2,2,3,0.0,0.0,0.0,0,0,34,38,89.5,2,0,16,37,10,0,0,46,,0,0,27,730,223,0.0,0,1,0,0
2022-10-29,Matchweek 14,Away,L 0–1,Southampton,Crystal Palace,Y,90,0,0,0,0,0,0,0,0,57,0,1,2,0.0,0.0,0.0,0,0,41,49,83.7,1,0,17,34,21,3,2,57,,0,0,36,752,242,0.0,0,0,0,0
2022-11-06,Matchweek 15,Home,L 1–4,Southampton,Newcastle Utd,N,19,0,0,0,0,0,0,0,0,9,0,1,0,0.0,0.0,0.0,1,0,7,8,87.5,0,0,0,4,4,1,0,9,,0,0,6,130,58,0.0,0,0,0,0
2022-11-12,Matchweek 16,Away,L 1–3,Southampton,Liverpool,Y,58,0,0,0,0,0,0,1,0,32,0,1,0,0.0,0.0,0.0,0,0,25,30,83.3,2,0,6,19,13,0,0,32,,0,0,23,548,187,0.0,0,2,0,0
2022-12-26,Matchweek 17,Home,L 1–3,Southampton,Brighton,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-31,Matchweek 18,Away,L 1–2,Southampton,Fulham,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-04,Matchweek 19,Home,L 0–1,Southampton,Nott'ham Forest,N,57,0,0,0,0,1,0,0,0,74,1,1,0,0.1,0.1,0.0,0,0,59,66,89.4,8,0,10,31,41,2,1,74,,0,0,57,1085,546,0.0,0,10,0,0
2023-01-14,Matchweek 20,Away,W 2–1,Southampton,Everton,Y,90,0,0,0,0,0,0,0,0,75,2,1,1,0.0,0.0,0.0,0,0,45,56,80.4,1,0,14,52,22,1,0,75,,0,0,40,887,284,0.0,0,1,0,0
2023-01-21,Matchweek 21,Home,L 0–1,Southampton,Aston Villa,Y,83,0,0,0,0,0,0,0,0,41,2,2,2,0.0,0.0,0.0,0,0,23,29,79.3,1,0,8,30,11,0,0,41,,1,0,18,535,277,0.0,0,2,0,0
