Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Tkld,Tkld%,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,PrgR,xA,KP,PPA,CrsPA
2022-08-06,Matchweek 1,Away,W 1–0,Chelsea,Everton,Y,74,0,0,0,0,1,1,0,0,69,2,1,2,0.0,0.0,0.0,1,1,51,58,87.9,4,32,0,1,5,22,40,7,1,69,100.0,0,0.0,153,112,1,0,1,0,47,1,0.0,0,1,0
2022-08-14,Matchweek 2,Home,D 2–2,Chelsea,Tottenham,Y,90,1,0,0,0,3,1,0,0,86,4,1,1,0.1,0.1,0.0,2,0,66,75,88.0,4,54,0,0,4,27,49,10,2,86,,0,,249,112,2,0,0,1,64,0,0.0,0,0,0
2022-08-21,Matchweek 3,Away,L 0–3,Chelsea,Leeds United,Y,83,0,0,0,0,1,1,2,1,84,3,4,3,0.0,0.0,0.0,1,0,58,74,78.4,10,31,1,1,7,41,40,3,2,84,100.0,0,0.0,199,117,1,0,0,0,58,0,0.0,0,0,0
2022-08-30,Matchweek 5,Away,L 1–2,Chelsea,Southampton,Y,90,0,0,0,0,0,0,0,0,87,1,1,1,0.0,0.0,0.0,0,0,61,77,79.2,6,52,2,0,7,39,44,5,0,87,,0,,334,208,1,0,0,0,59,1,0.0,0,1,0
2022-09-03,Matchweek 6,Home,W 2–1,Chelsea,West Ham,Y,90,0,0,0,0,1,0,0,0,92,0,0,0,0.1,0.1,0.0,1,1,72,84,85.7,6,55,1,1,4,28,59,6,2,92,100.0,0,0.0,221,105,1,0,1,0,63,1,0.0,0,0,0
2022-10-01,Matchweek 9,Away,W 2–1,Chelsea,Crystal Palace,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-08,Matchweek 10,Home,W 3–0,Chelsea,Wolves,Y,90,0,0,0,0,1,0,0,0,90,5,1,1,0.1,0.1,0.0,3,0,72,80,90.0,3,73,0,0,11,38,52,2,1,90,,0,,323,150,0,0,0,0,69,0,0.0,1,0,0
2022-10-16,Matchweek 11,Away,W 2–0,Chelsea,Aston Villa,N,45,0,0,0,0,0,0,1,0,53,0,2,0,0.0,0.0,0.0,0,0,43,46,93.5,2,33,1,0,4,33,20,1,0,53,,0,,94,35,1,0,1,0,40,0,0.0,0,0,0
2022-10-19,Matchweek 12,Away,D 0–0,Chelsea,Brentford,Y,90,0,0,0,0,0,0,0,0,74,2,2,2,0.0,0.0,0.1,2,0,58,67,86.6,5,40,1,0,6,28,38,8,0,74,,0,,180,69,1,0,0,0,51,0,0.0,1,1,0
2022-11-06,Matchweek 15,Home,L 0–1,Chelsea,Arsenal,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-12,Matchweek 16,Away,L 0–1,Chelsea,Newcastle Utd,Y,90,0,0,0,0,0,0,1,0,67,1,0,0,0.0,0.0,0.0,1,0,46,60,76.7,3,43,0,0,9,31,34,2,0,67,,0,,149,82,0,0,1,0,48,0,0.0,0,0,0
2022-12-27,Matchweek 17,Home,W 2–0,Chelsea,Bournemouth,Y,90,0,0,0,0,1,0,0,0,68,2,1,1,0.0,0.0,0.0,1,0,53,58,91.4,1,44,0,0,7,38,26,4,3,68,0.0,1,100.0,176,59,0,0,0,0,53,0,0.0,0,0,0
2023-01-01,Matchweek 18,Away,D 1–1,Chelsea,Nott'ham Forest,Y,90,0,0,0,0,0,0,0,0,116,3,0,1,0.0,0.0,0.2,2,0,97,108,89.8,4,92,3,0,5,42,74,1,1,116,0.0,1,100.0,524,338,0,0,0,0,97,0,0.2,2,1,0
2023-01-05,Matchweek 19,Home,L 0–1,Chelsea,Manchester City,Y,90,0,0,0,0,0,0,1,0,100,1,2,1,0.0,0.0,0.0,0,0,77,89,86.5,2,73,0,0,17,68,31,1,1,100,,0,,289,101,0,0,2,0,78,0,0.0,0,0,0
2023-01-12,Matchweek 7,Away,L 1–2,Chelsea,Fulham,Y,90,1,0,0,0,1,1,0,0,85,1,3,1,0.4,0.4,0.0,2,0,63,75,84.0,3,59,0,1,7,53,29,3,2,85,100.0,0,0.0,229,133,0,0,1,0,59,0,0.0,1,1,0
2023-01-15,Matchweek 20,Home,W 1–0,Chelsea,Crystal Palace,N,13,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,3,7,42.9,1,3,0,0,1,5,3,1,0,9,,0,,8,2,0,0,1,0,4,0,0.0,0,0,0
2023-01-21,Matchweek 21,Away,D 0–0,Chelsea,Liverpool,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-03,Matchweek 22,Home,D 0–0,Chelsea,Fulham,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
