Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Tkld,Tkld%,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,PrgR,xA,KP,PPA,CrsPA
2022-08-06,Matchweek 1,Away,L 1–2,Wolves,Leeds United,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13,Matchweek 2,Away,L 1–2,Everton,Aston Villa,Y,80,0,0,0,0,0,0,0,0,61,1,0,1,0.0,0.0,0.0,1,0,46,54,85.2,0,37,0,0,15,35,26,0,0,61,0.0,1,100.0,194,112,0,0,0,0,41,0,0.0,0,0,0
2022-08-20,Matchweek 3,Home,D 1–1,Everton,Nott'ham Forest,Y,90,0,0,0,0,0,0,0,0,65,0,0,2,0.0,0.0,0.0,2,0,43,54,79.6,3,38,1,0,17,39,24,3,0,65,,0,,225,155,1,0,2,0,42,1,0.0,0,1,0
2022-08-27,Matchweek 4,Away,D 1–1,Everton,Brentford,Y,90,0,1,0,0,0,0,0,0,52,0,0,1,0.0,0.0,0.1,1,1,41,46,89.1,4,31,0,0,11,30,22,0,0,52,,0,,118,78,0,0,0,0,38,0,0.2,1,0,0
2022-08-30,Matchweek 5,Away,D 1–1,Everton,Leeds United,Y,90,0,0,0,0,0,0,0,0,40,0,2,0,0.0,0.0,0.0,0,0,26,33,78.8,1,25,0,0,8,28,12,0,0,40,,0,,82,56,1,0,0,0,22,0,0.0,0,0,0
2022-09-03,Matchweek 6,Home,D 0–0,Everton,Liverpool,Y,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,25,31,80.6,2,21,0,0,13,37,7,0,0,44,,0,,65,40,0,0,1,0,24,0,0.0,0,0,0
2022-09-18,Matchweek 8,Home,W 1–0,Everton,West Ham,Y*,90,0,0,0,0,0,0,1,0,66,0,3,0,0.0,0.0,0.0,0,0,50,60,83.3,5,48,0,0,10,46,21,2,0,66,,0,,240,155,0,0,1,0,42,0,0.0,0,0,0
2022-10-01,Matchweek 9,Away,W 2–1,Everton,Southampton,Y,90,1,0,0,0,1,1,0,0,43,0,0,1,0.6,0.6,0.0,0,0,29,36,80.6,0,23,0,0,11,25,15,3,2,43,,0,,60,25,0,0,0,1,27,0,0.0,0,0,0
2022-10-09,Matchweek 10,Home,L 1–2,Everton,Manchester Utd,Y,90,0,0,0,0,0,0,0,0,57,0,2,0,0.0,0.0,0.0,2,0,42,53,79.2,1,41,0,0,13,37,18,2,2,57,,0,,312,190,0,0,0,0,43,0,0.0,1,0,0
2022-10-15,Matchweek 11,Away,L 0–2,Everton,Tottenham,Y,90,0,0,0,0,0,0,0,0,66,2,0,2,0.0,0.0,0.1,1,0,54,60,90.0,0,51,0,0,11,41,24,1,0,66,,0,,264,95,1,0,0,0,48,0,0.0,1,0,0
