Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec
2022-08-06,Matchweek 1,Home,W 2–0,Newcastle Utd,Nott'ham Forest,Y,89.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.6,0.6,0.1,1.0,0.0,5.0,8.0,62.5,2.0,0.0,0.0,0.0,3.0,13.0,6.0,16.0,,2.0,0.0,14.0
2022-08-13,Matchweek 2,Away,D 0–0,Newcastle Utd,Brighton,Y,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,10.0,50.0,0.0,1.0,0.0,0.0,6.0,14.0,1.0,19.0,50.0,6.0,1.0,13.0
2022-08-21,Matchweek 3,Home,D 3–3,Newcastle Utd,Manchester City,Y,69.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,18.0,0.0,1.0,0.0,0.8,0.8,0.0,0.0,0.0,9.0,13.0,69.2,0.0,0.0,0.0,1.0,9.0,8.0,6.0,18.0,,0.0,0.0,12.0
2022-10-01,Matchweek 9,Away,W 4–1,Newcastle Utd,Fulham,Y,65.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,1.4,1.4,0.0,0.0,0.0,3.0,5.0,60.0,1.0,0.0,0.0,0.0,4.0,6.0,5.0,10.0,,1.0,0.0,8.0
2022-10-08,Matchweek 10,Home,W 5–1,Newcastle Utd,Brentford,Y,83.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.4,0.4,0.3,4.0,1.0,12.0,15.0,80.0,0.0,0.0,0.0,2.0,9.0,10.0,6.0,21.0,,3.0,1.0,18.0
2022-10-16,Matchweek 11,Away,D 0–0,Newcastle Utd,Manchester Utd,Y,77.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,2.0,4.0,50.0,0.0,0.0,1.0,2.0,6.0,6.0,3.0,14.0,,3.0,0.0,10.0
2022-10-19,Matchweek 12,Home,W 1–0,Newcastle Utd,Everton,Y,86.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.2,0.2,0.1,3.0,0.0,10.0,14.0,71.4,2.0,0.0,0.0,1.0,9.0,11.0,7.0,21.0,,2.0,3.0,15.0
2022-10-23,Matchweek 13,Away,W 2–1,Newcastle Utd,Tottenham,Y,87.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,24.0,1.0,0.0,1.0,0.5,0.5,0.0,2.0,0.0,8.0,10.0,80.0,0.0,1.0,1.0,1.0,7.0,16.0,5.0,24.0,100.0,5.0,0.0,14.0
2022-10-29,Matchweek 14,Home,W 4–0,Newcastle Utd,Aston Villa,Y,85.0,2.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,25.0,0.0,0.0,0.0,1.9,1.1,0.1,5.0,2.0,14.0,18.0,77.8,2.0,0.0,0.0,2.0,10.0,13.0,6.0,24.0,,1.0,2.0,20.0
2022-11-06,Matchweek 15,Away,W 4–1,Newcastle Utd,Southampton,Y,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,3.0,5.0,60.0,0.0,0.0,2.0,2.0,4.0,6.0,2.0,12.0,0.0,3.0,1.0,6.0
2022-11-12,Matchweek 16,Home,W 1–0,Newcastle Utd,Chelsea,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,4.0,5.0,0.0,9.0,0.0,2.0,0.0,7.0
2022-12-31,Matchweek 18,Home,D 0–0,Newcastle Utd,Leeds United,N,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,,1.0,1.0,4.0
2023-01-03,Matchweek 19,Away,D 0–0,Newcastle Utd,Arsenal,Y,67.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,13.0,1.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,3.0,5.0,60.0,1.0,0.0,0.0,1.0,7.0,5.0,2.0,13.0,0.0,2.0,2.0,12.0
2023-01-15,Matchweek 20,Home,W 1–0,Newcastle Utd,Fulham,Y,89.0,0.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,30.0,0.0,0.0,0.0,0.8,0.8,0.8,5.0,2.0,8.0,14.0,57.1,0.0,1.0,1.0,2.0,7.0,21.0,12.0,30.0,100.0,5.0,2.0,28.0
2023-01-21,Matchweek 21,Away,D 0–0,Newcastle Utd,Crystal Palace,Y,68.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,17.0,2.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,6.0,8.0,75.0,0.0,0.0,0.0,0.0,7.0,10.0,5.0,17.0,0.0,2.0,6.0,17.0
