Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Tkld,Tkld%,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,PrgR,xA,KP,PPA,CrsPA
2022-10-02,Matchweek 9,Home,D 0–0,Leeds United,Aston Villa,N,33,0,0,0,0,0,0,0,0,19,2,0,1,0.0,0.0,0.1,1,0,4,14,28.6,0,9,0,0,1,9,10,0,0,19,,0,,14,3,0,0,0,1,8,0,0.0,1,0,0
2022-10-16,Matchweek 11,Home,L 0–1,Leeds United,Arsenal,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-20,Matchweek 12,Away,L 0–2,Leeds United,Leicester City,Y,81,0,0,0,0,0,0,0,0,60,3,1,1,0.0,0.0,0.0,1,0,42,54,77.8,3,27,0,0,0,9,44,7,1,60,,0,,72,19,0,0,1,2,35,4,0.0,1,0,0
2022-10-23,Matchweek 13,Home,L 2–3,Leeds United,Fulham,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-29,Matchweek 14,Away,W 2–1,Leeds United,Liverpool,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-05,Matchweek 15,Home,W 4–3,Leeds United,Bournemouth,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-12,Matchweek 16,Away,L 3–4,Leeds United,Tottenham,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-28,Matchweek 17,Home,L 1–3,Leeds United,Manchester City,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-31,Matchweek 18,Away,D 0–0,Leeds United,Newcastle Utd,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-04,Matchweek 19,Home,D 2–2,Leeds United,West Ham,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-13,Matchweek 20,Away,L 1–2,Leeds United,Aston Villa,N,3,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,2,0,0,2,4,1,2,0,7,0.0,1,100.0,8,6,0,0,0,0,2,0,0.0,0,0,0
2023-01-22,Matchweek 21,Home,D 0–0,Leeds United,Brentford,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-05,Matchweek 22,Away,L 0–1,Leeds United,Nott'ham Forest,N,24,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,14,16,87.5,2,10,1,1,1,3,7,10,1,19,100.0,0,0.0,40,21,2,0,2,0,10,4,0.0,0,0,0
2023-02-08,Matchweek 8,Away,D 2–2,Leeds United,Manchester Utd,N,68,0,0,0,0,0,0,1,0,27,1,0,3,0.0,0.0,0.0,0,0,16,20,80.0,1,4,0,1,4,9,14,4,0,27,100.0,0,0.0,17,10,0,0,0,0,12,0,0.0,0,0,0
2023-02-12,Matchweek 23,Home,L 0–2,Leeds United,Manchester Utd,Y,90,0,0,0,0,0,0,1,0,45,3,2,3,0.0,0.0,0.0,2,0,26,38,68.4,9,16,2,1,1,14,25,7,1,45,100.0,0,0.0,79,55,1,0,0,0,9,0,0.0,1,1,0
2023-02-18,Matchweek 24,Away,L 0–1,Leeds United,Everton,Y,90,0,0,0,0,0,0,0,0,53,6,2,1,0.0,0.0,0.1,3,0,25,39,64.1,1,24,2,0,3,32,18,5,0,53,,0,,144,86,2,0,1,0,21,0,0.1,2,1,1
