Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Tkld,Tkld%,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,PrgR,xA,KP,PPA,CrsPA
2022-08-06,Matchweek 1,Away,W 1–0,Chelsea,Everton,N,26,0,0,0,0,0,0,0,0,19,2,0,1,0.0,0.0,0.0,1,0,9,12,75.0,1,7,0,0,2,4,13,2,0,19,0.0,1,100.0,39,9,0,0,2,0,10,2,0.0,0,0,0
2022-08-14,Matchweek 2,Home,D 2–2,Chelsea,Tottenham,Y,90,0,0,0,0,1,0,0,0,59,3,0,2,0.1,0.1,0.2,4,0,39,48,81.3,5,30,5,3,2,10,27,23,8,59,75.0,1,25.0,188,121,2,3,1,3,40,10,0.6,2,2,0
2022-08-21,Matchweek 3,Away,L 0–3,Chelsea,Leeds United,Y,90,0,0,0,0,2,0,0,0,56,3,2,0,0.2,0.2,0.1,5,0,29,39,74.4,7,39,6,3,3,11,25,21,4,56,50.0,3,50.0,224,132,1,0,4,3,43,7,0.0,1,1,0
2022-08-27,Matchweek 4,Home,W 2–1,Chelsea,Leicester City,Y,90,0,0,0,0,1,1,0,0,43,1,0,3,0.4,0.4,0.0,1,0,24,31,77.4,4,21,1,2,4,17,17,11,1,43,66.7,1,33.3,194,113,2,0,1,1,26,3,0.0,0,1,0
2022-08-30,Matchweek 5,Away,L 1–2,Chelsea,Southampton,Y,45,0,0,0,0,0,0,0,0,35,1,2,0,0.0,0.0,0.0,0,0,23,30,76.7,3,20,0,0,2,12,19,4,1,35,,0,,125,58,0,0,0,1,27,1,0.0,0,0,0
2022-09-03,Matchweek 6,Home,W 2–1,Chelsea,West Ham,Y,82,0,0,0,0,0,0,1,0,91,2,0,1,0.0,0.0,0.0,0,0,79,84,94.0,15,57,4,1,3,5,61,26,1,91,50.0,0,0.0,329,192,4,0,1,1,78,3,0.1,0,1,0
2022-10-01,Matchweek 9,Away,W 2–1,Chelsea,Crystal Palace,N,35,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,27,29,93.1,4,22,1,0,0,4,18,12,3,34,0.0,1,100.0,99,57,1,0,1,0,27,0,0.0,0,0,0
2022-10-08,Matchweek 10,Home,W 3–0,Chelsea,Wolves,Y,65,0,0,0,0,1,0,0,0,41,0,0,0,0.0,0.0,0.4,2,0,34,39,87.2,5,32,2,0,0,5,17,19,3,41,0.0,0,0.0,147,71,0,0,0,1,34,3,0.2,2,1,0
2022-10-16,Matchweek 11,Away,W 2–0,Chelsea,Aston Villa,Y,90,0,0,0,0,0,0,0,0,68,1,1,0,0.0,0.0,0.0,3,1,47,56,83.9,5,29,2,1,1,13,52,3,1,68,33.3,2,66.7,191,76,1,1,2,2,45,0,0.0,0,1,0
2022-10-19,Matchweek 12,Away,D 0–0,Chelsea,Brentford,Y,90,0,0,0,0,1,0,0,0,73,0,1,1,0.1,0.1,0.0,1,0,54,66,81.8,4,34,3,3,2,12,23,38,4,73,60.0,1,20.0,188,118,1,1,2,0,53,11,0.1,0,2,0
2022-10-22,Matchweek 13,Home,D 1–1,Chelsea,Manchester Utd,Y,78,0,0,0,0,2,1,0,0,37,0,2,1,0.0,0.0,0.0,0,0,22,28,78.6,2,23,3,1,1,6,23,10,0,37,25.0,2,50.0,125,68,1,0,1,2,24,1,0.0,0,0,0
2022-10-29,Matchweek 14,Away,L 1–4,Chelsea,Brighton,Y,90,0,0,0,0,1,0,0,0,68,1,0,0,0.0,0.0,0.2,5,1,51,56,91.1,5,41,4,1,2,15,39,15,4,68,33.3,1,33.3,217,133,3,0,3,0,45,4,0.1,2,0,0
2022-11-06,Matchweek 15,Home,L 0–1,Chelsea,Arsenal,Y,77,0,0,0,0,0,0,0,0,31,2,0,0,0.0,0.0,0.0,0,0,21,26,80.8,3,17,0,0,1,7,18,6,0,31,,0,,28,16,0,0,1,0,18,0,0.0,0,1,0
2022-11-12,Matchweek 16,Away,L 0–1,Chelsea,Newcastle Utd,Y,6,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,1,2,0,0,0,0,1,1,0,2,,0,,7,5,0,0,0,0,2,1,0.0,0,0,0
2023-01-15,Matchweek 20,Home,W 1–0,Chelsea,Crystal Palace,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-21,Matchweek 21,Away,D 0–0,Chelsea,Liverpool,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-11,Matchweek 23,Away,D 1–1,Chelsea,West Ham,Y,78,0,0,0,0,0,0,0,0,72,2,0,0,0.0,0.0,0.0,0,0,62,68,91.2,3,40,4,4,4,13,47,14,2,72,100.0,0,0.0,306,165,3,2,0,0,61,1,0.0,0,0,0
