Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec
2022-08-07,Matchweek 1,Home,D 2–2,Leicester City,Brentford,Y,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,11.0,72.7,0.0,0.0,3.0,3.0,7.0,12.0,2.0,22.0,0.0,4.0,0.0,9.0
2022-08-13,Matchweek 2,Away,L 2–4,Leicester City,Arsenal,Y,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,11.0,12.0,91.7,0.0,0.0,2.0,4.0,6.0,6.0,1.0,16.0,,0.0,0.0,7.0
2022-08-20,Matchweek 3,Home,L 1–2,Leicester City,Southampton,Y,64.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,0.0,2.0,3.0,3.0,5.0,1.0,11.0,,1.0,0.0,6.0
2022-08-27,Matchweek 4,Away,L 1–2,Leicester City,Chelsea,Y,90.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,1.2,1.2,0.1,2.0,1.0,5.0,8.0,62.5,1.0,1.0,0.0,0.0,4.0,10.0,6.0,14.0,50.0,1.0,2.0,13.0
2022-09-01,Matchweek 5,Home,L 0–1,Leicester City,Manchester Utd,Y,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,46.7,0.0,0.0,0.0,1.0,12.0,10.0,2.0,22.0,0.0,3.0,0.0,16.0
2022-09-04,Matchweek 6,Away,L 2–5,Leicester City,Brighton,N,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,8.0,,2.0,0.0,4.0
2022-09-17,Matchweek 8,Away,L 2–6,Leicester City,Tottenham,N,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.0,0.0,0.0
2022-10-03,Matchweek 9,Home,W 4–0,Leicester City,Nott'ham Forest,Y,61.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,14.0,0.0,0.0,1.0,0.3,0.3,0.1,2.0,1.0,3.0,7.0,42.9,0.0,0.0,1.0,1.0,5.0,9.0,6.0,14.0,,1.0,1.0,8.0
2022-10-08,Matchweek 10,Away,L 1–2,Leicester City,Bournemouth,N,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,6.0,66.7,0.0,0.0,0.0,0.0,3.0,5.0,2.0,8.0,,0.0,1.0,3.0
2022-10-15,Matchweek 11,Home,D 0–0,Leicester City,Crystal Palace,N,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,2.0,3.0,2.0,5.0,50.0,0.0,1.0,4.0
