Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA
2022-08-07,Matchweek 1,Home,L 0–2,West Ham,Manchester City,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,23.0,69.6,4.0,0.0,2.0,9.0,16.0,2.0,0.0,27.0,,0.0,0.0,15.0,279.0,90.0,0.0,0.0,0.0,0.0,0.0
2022-08-14,Matchweek 2,Away,L 0–1,West Ham,Nott'ham Forest,Y,90.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,41.0,4.0,0.0,1.0,0.7,0.7,0.0,1.0,0.0,22.0,25.0,88.0,1.0,0.0,5.0,13.0,15.0,13.0,5.0,41.0,,0.0,2.0,23.0,250.0,62.0,0.0,0.0,0.0,0.0,0.0
2022-08-21,Matchweek 3,Home,L 0–2,West Ham,Brighton,Y,90.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,52.0,2.0,2.0,2.0,0.3,0.3,0.0,4.0,0.0,25.0,39.0,64.1,0.0,0.0,2.0,16.0,22.0,14.0,5.0,52.0,,3.0,0.0,32.0,479.0,130.0,0.0,0.0,3.0,0.0,0.0
2022-08-28,Matchweek 4,Away,W 1–0,West Ham,Aston Villa,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,4.0,1.0,0.0,0.0,0.1,1.0,0.0,33.0,38.0,86.8,2.0,0.0,3.0,17.0,25.0,4.0,0.0,45.0,,1.0,1.0,28.0,653.0,208.0,0.0,1.0,2.0,0.0,0.0
2022-08-31,Matchweek 5,Home,D 1–1,West Ham,Tottenham,Y,90.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,54.0,4.0,2.0,2.0,0.4,0.4,0.0,2.0,0.0,33.0,38.0,86.8,2.0,0.0,3.0,9.0,29.0,16.0,7.0,54.0,,0.0,0.0,33.0,596.0,109.0,0.0,0.0,4.0,1.0,0.0
2022-09-03,Matchweek 6,Away,L 1–2,West Ham,Chelsea,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,16.0,21.0,76.2,1.0,0.0,4.0,15.0,12.0,2.0,0.0,29.0,,0.0,0.0,14.0,288.0,131.0,0.0,0.0,2.0,0.0,0.0
2022-09-18,Matchweek 8,Away,L 0–1,West Ham,Everton,Y,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,27.0,36.0,75.0,4.0,0.0,2.0,17.0,23.0,7.0,3.0,47.0,,0.0,0.0,30.0,562.0,117.0,0.0,1.0,4.0,0.0,0.0
2022-10-01,Matchweek 9,Home,W 2–0,West Ham,Wolves,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,5.0,0.0,4.0,0.0,0.0,0.1,2.0,0.0,32.0,40.0,80.0,3.0,0.0,11.0,26.0,22.0,8.0,1.0,56.0,0.0,1.0,2.0,28.0,535.0,212.0,0.0,2.0,4.0,1.0,1.0
2022-10-09,Matchweek 10,Home,W 3–1,West Ham,Fulham,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,2.0,4.0,2.0,0.0,0.0,0.1,3.0,0.0,40.0,49.0,81.6,2.0,0.0,3.0,23.0,28.0,8.0,1.0,59.0,,1.0,0.0,34.0,693.0,240.0,0.0,1.0,7.0,0.0,0.0
2022-10-16,Matchweek 11,Away,D 1–1,West Ham,Southampton,Y,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,55.0,6.0,0.0,2.0,0.4,0.4,0.0,3.0,0.0,25.0,39.0,64.1,3.0,0.0,6.0,22.0,24.0,9.0,3.0,55.0,,1.0,0.0,29.0,445.0,164.0,0.0,0.0,2.0,1.0,0.0
2022-10-19,Matchweek 12,Away,L 0–1,West Ham,Liverpool,Y,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,56.0,6.0,0.0,0.0,0.4,0.4,0.0,2.0,0.0,34.0,45.0,75.6,1.0,1.0,2.0,19.0,30.0,7.0,1.0,56.0,50.0,2.0,0.0,33.0,626.0,98.0,0.0,0.0,1.0,0.0,0.0
2022-10-24,Matchweek 13,Home,W 2–0,West Ham,Bournemouth,Y,90.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,4.0,1.0,0.0,0.1,0.1,0.3,2.0,1.0,35.0,46.0,76.1,3.0,1.0,0.0,11.0,30.0,13.0,3.0,54.0,50.0,0.0,0.0,33.0,598.0,185.0,0.3,2.0,4.0,0.0,0.0
