Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA
2022-08-07,Matchweek 1,Away,W 2–1,Brighton,Manchester Utd,Y,89.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,43.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,23.0,31.0,74.2,2.0,0.0,6.0,13.0,17.0,13.0,2.0,43.0,,4.0,1.0,26.0,468.0,230.0,0.0,0.0,5.0,0.0,0.0
2022-08-13,Matchweek 2,Home,D 0–0,Brighton,Newcastle Utd,Y,73.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,48.0,0.0,2.0,0.0,0.3,0.3,0.1,2.0,0.0,21.0,39.0,53.8,4.0,0.0,1.0,7.0,13.0,28.0,4.0,48.0,,1.0,1.0,27.0,309.0,95.0,0.2,2.0,3.0,2.0,1.0
2022-08-21,Matchweek 3,Away,W 2–0,Brighton,West Ham,Y,84.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,54.0,4.0,0.0,1.0,0.2,0.2,0.0,2.0,0.0,32.0,41.0,78.0,4.0,1.0,3.0,10.0,15.0,30.0,3.0,54.0,100.0,2.0,0.0,39.0,591.0,136.0,0.0,0.0,3.0,0.0,0.0
2022-08-27,Matchweek 4,Home,W 1–0,Brighton,Leeds United,Y,69.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,28.0,1.0,0.0,2.0,0.8,0.8,0.0,2.0,0.0,8.0,16.0,50.0,0.0,0.0,1.0,5.0,12.0,11.0,4.0,28.0,0.0,2.0,1.0,14.0,138.0,38.0,0.0,1.0,0.0,0.0,0.0
2022-08-30,Matchweek 5,Away,L 1–2,Brighton,Fulham,Y,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,1.0,1.0,1.0,0.1,0.1,0.0,0.0,0.0,38.0,54.0,70.4,4.0,4.0,2.0,8.0,26.0,31.0,4.0,64.0,50.0,1.0,2.0,44.0,670.0,125.0,0.1,0.0,4.0,2.0,1.0
2022-09-04,Matchweek 6,Home,W 5–2,Brighton,Leicester City,Y,89.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,48.0,1.0,3.0,0.0,0.4,0.4,0.1,7.0,0.0,21.0,33.0,63.6,2.0,3.0,2.0,4.0,11.0,33.0,6.0,48.0,50.0,3.0,0.0,25.0,520.0,98.0,0.1,1.0,0.0,2.0,1.0
2022-10-01,Matchweek 9,Away,D 3–3,Brighton,Liverpool,Y,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,3.0,1.0,0.0,0.0,0.0,0.4,4.0,2.0,22.0,34.0,64.7,3.0,1.0,5.0,14.0,11.0,21.0,3.0,46.0,33.3,1.0,1.0,24.0,383.0,158.0,0.2,2.0,1.0,2.0,1.0
2022-10-08,Matchweek 10,Home,L 0–1,Brighton,Tottenham,Y,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,42.0,54.0,77.8,6.0,1.0,1.0,6.0,24.0,33.0,4.0,63.0,16.7,4.0,0.0,43.0,559.0,126.0,0.1,1.0,1.0,0.0,0.0
2022-10-14,Matchweek 11,Away,L 0–2,Brighton,Brentford,Y,90.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,69.0,3.0,0.0,1.0,0.3,0.3,0.1,6.0,0.0,42.0,58.0,72.4,3.0,1.0,2.0,12.0,22.0,35.0,6.0,69.0,100.0,2.0,1.0,48.0,743.0,162.0,0.2,3.0,3.0,1.0,0.0
2022-10-18,Matchweek 12,Home,D 0–0,Brighton,Nott'ham Forest,Y,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,55.0,1.0,1.0,0.0,0.1,0.1,0.1,7.0,0.0,32.0,44.0,72.7,4.0,2.0,0.0,4.0,14.0,37.0,6.0,55.0,50.0,4.0,2.0,42.0,542.0,81.0,0.1,3.0,0.0,3.0,0.0
