Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA
2022-08-13,Matchweek 2,Home,D 2–2,Southampton,Leeds United,N,21,0,1,0,0,1,1,0,0,8,1,0,0,0.0,0.0,0.3,3,2,2,2,100.0,1,2,0,0,1,7,0,8,66.7,1,0,5,36,23,0.2,1,0,1,0
2022-08-20,Matchweek 3,Away,W 2–1,Southampton,Leicester City,Y,58,0,0,0,0,1,0,0,0,19,1,0,0,0.0,0.0,0.0,0,0,5,11,45.5,1,4,0,1,12,6,2,19,57.1,0,1,11,48,12,0.0,0,0,0,0
2022-08-27,Matchweek 4,Home,L 0–1,Southampton,Manchester Utd,N,14,0,0,0,0,2,0,0,0,4,0,0,0,0.2,0.2,0.0,0,0,1,2,50.0,1,0,0,0,1,3,2,4,,0,1,5,45,13,0.0,0,1,0,0
2022-08-30,Matchweek 5,Home,W 2–1,Southampton,Chelsea,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-03,Matchweek 6,Away,L 0–1,Southampton,Wolves,N,8,0,0,0,0,2,0,0,0,5,0,0,0,0.1,0.1,0.0,1,0,2,2,100.0,0,0,0,0,1,4,3,5,,1,1,4,23,0,0.0,1,0,0,0
2022-09-16,Matchweek 8,Away,L 0–1,Southampton,Aston Villa,N,20,0,0,0,0,1,1,0,0,6,1,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,0,0,0,4,3,1,6,,0,0,4,29,0,0.0,0,0,0,0
2022-10-01,Matchweek 9,Home,L 1–2,Southampton,Everton,Y,59,0,0,0,0,3,0,0,0,16,2,0,2,0.4,0.4,0.1,2,0,6,7,85.7,2,0,1,3,8,6,3,16,,3,1,8,130,43,0.0,1,0,1,0
2022-10-08,Matchweek 10,Away,L 0–4,Southampton,Manchester City,N,12,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,2,1,0,2,0.0,1,0,1,0,0,0.0,0,0,0,0
2022-10-16,Matchweek 11,Home,D 1–1,Southampton,West Ham,N,17,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,2,4,50.0,0,0,0,1,3,3,0,7,,1,1,5,15,3,0.0,1,1,0,0
2022-10-19,Matchweek 12,Away,W 1–0,Southampton,Bournemouth,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-23,Matchweek 13,Home,D 1–1,Southampton,Arsenal,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-29,Matchweek 14,Away,L 0–1,Southampton,Crystal Palace,N,5,0,0,0,0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,0,0,1,1,3,1,5,0.0,1,1,6,42,0,0.0,0,1,0,0
2022-11-06,Matchweek 15,Home,L 1–4,Southampton,Newcastle Utd,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-12,Matchweek 16,Away,L 1–3,Southampton,Liverpool,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-26,Matchweek 17,Home,L 1–3,Southampton,Brighton,N,13,0,0,0,0,1,0,0,0,10,1,0,2,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,4,2,5,0,10,50.0,0,0,5,29,0,0.0,0,0,0,0
2022-12-31,Matchweek 18,Away,L 1–2,Southampton,Fulham,N,1,0,0,0,0,0,0,0,0,3,2,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,2,1,0,0,3,,0,0,0,0,0,0.0,0,0,0,0
2023-01-04,Matchweek 19,Home,L 0–1,Southampton,Nott'ham Forest,Y,63,0,0,0,0,1,0,0,0,22,2,0,0,0.0,0.0,0.0,1,0,9,11,81.8,1,0,0,1,12,9,1,22,,4,3,15,89,29,0.0,0,2,0,0
2023-01-14,Matchweek 20,Away,W 2–1,Southampton,Everton,N,6,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,0,0,1,2,2,1,5,0.0,1,0,3,26,6,0.0,0,0,0,0
2023-01-21,Matchweek 21,Home,L 0–1,Southampton,Aston Villa,N,30,0,0,0,0,1,0,0,0,13,0,0,0,0.1,0.1,0.0,0,0,5,6,83.3,0,0,0,0,6,7,2,13,0.0,2,2,12,37,11,0.0,0,1,0,0
