Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec
2022-08-06,Matchweek 1,Away,L 0–2,Aston Villa,Bournemouth,N,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,27.0,30.0,90.0,5.0,0.0,0.0,0.0,11.0,20.0,1.0,31.0,0.0,1.0,2.0,33.0
2022-08-13,Matchweek 2,Home,W 2–1,Aston Villa,Everton,N,31.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1.1,1.1,0.1,4.0,1.0,21.0,26.0,80.8,5.0,0.0,0.0,1.0,8.0,21.0,2.0,30.0,,1.0,1.0,24.0
2022-08-20,Matchweek 3,Away,L 1–3,Aston Villa,Crystal Palace,Y,72.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,33.0,3.0,0.0,1.0,0.2,0.2,0.0,2.0,0.0,23.0,27.0,85.2,3.0,1.0,2.0,6.0,16.0,11.0,2.0,33.0,100.0,0.0,2.0,20.0
2022-08-28,Matchweek 4,Home,L 0–1,Aston Villa,West Ham,N,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,27.0,66.7,1.0,1.0,0.0,2.0,14.0,14.0,0.0,30.0,100.0,1.0,1.0,24.0
2022-08-31,Matchweek 5,Away,L 1–2,Aston Villa,Arsenal,Y,72.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,40.0,2.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,23.0,31.0,74.2,1.0,0.0,2.0,7.0,22.0,11.0,3.0,40.0,0.0,0.0,1.0,26.0
2022-09-03,Matchweek 6,Home,D 1–1,Aston Villa,Manchester City,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0
2022-09-16,Matchweek 8,Home,W 1–0,Aston Villa,Southampton,N,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,1.0,0.0,0.0,0.6,2.0,0.0,15.0,18.0,83.3,2.0,0.0,0.0,4.0,17.0,3.0,0.0,24.0,0.0,0.0,2.0,18.0
2022-10-02,Matchweek 9,Away,D 0–0,Aston Villa,Leeds United,N,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.3,2.0,0.0,19.0,22.0,86.4,5.0,0.0,0.0,1.0,13.0,12.0,2.0,26.0,0.0,3.0,0.0,23.0
2022-10-10,Matchweek 10,Away,D 1–1,Aston Villa,Nott'ham Forest,Y,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,5.0,1.0,2.0,0.0,0.0,0.1,5.0,0.0,37.0,46.0,80.4,7.0,1.0,1.0,7.0,22.0,31.0,4.0,59.0,50.0,3.0,1.0,38.0
2022-10-16,Matchweek 11,Home,L 0–2,Aston Villa,Chelsea,N,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,9.0,10.0,90.0,1.0,0.0,0.0,1.0,7.0,7.0,3.0,15.0,,3.0,0.0,11.0
