Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA
2022-08-14,Matchweek 2,Home,W 1–0,Nott'ham Forest,West Ham,N,12,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,1,0,4,5,2,1,1,8,,0,0,1,49,17,0.0,0,1,0,0
2022-08-20,Matchweek 3,Away,D 1–1,Nott'ham Forest,Everton,Y,90,0,0,0,0,0,0,0,0,75,3,0,2,0.0,0.0,0.0,0,0,56,64,87.5,1,0,17,46,29,0,0,75,,0,0,52,1198,438,0.0,0,2,0,0
2022-08-28,Matchweek 4,Home,L 0–2,Nott'ham Forest,Tottenham,Y,74,0,0,0,0,0,0,1,0,52,1,5,1,0.0,0.0,0.0,1,0,36,43,83.7,1,0,2,12,38,2,2,52,,0,0,36,783,246,0.2,1,3,0,0
2022-08-31,Matchweek 5,Away,L 0–6,Nott'ham Forest,Manchester City,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-03,Matchweek 6,Home,L 2–3,Nott'ham Forest,Bournemouth,Y,90,0,0,0,0,0,0,0,0,59,0,1,1,0.0,0.0,0.0,0,0,45,50,90.0,2,0,6,27,30,2,0,59,,0,1,43,1022,335,0.0,0,1,0,0
2022-09-16,Matchweek 8,Home,L 2–3,Nott'ham Forest,Fulham,Y,62,0,0,0,0,0,0,1,0,28,1,1,2,0.0,0.0,0.0,0,0,15,21,71.4,0,0,5,16,12,0,0,28,,0,0,14,352,87,0.0,0,1,0,0
2022-10-03,Matchweek 9,Away,L 0–4,Nott'ham Forest,Leicester City,Y*,90,0,0,0,0,1,0,1,0,87,1,2,1,0.0,0.0,0.0,0,0,63,75,84.0,2,0,12,60,26,2,1,87,,1,1,59,1364,464,0.0,0,3,0,0
2022-10-10,Matchweek 10,Home,D 1–1,Nott'ham Forest,Aston Villa,Y,90,0,0,0,0,0,0,1,0,48,1,0,3,0.0,0.0,0.0,0,0,27,40,67.5,0,0,12,31,16,1,1,48,,0,0,23,594,197,0.0,0,2,0,0
2022-10-15,Matchweek 11,Away,L 0–1,Nott'ham Forest,Wolves,Y,90,0,0,0,0,0,0,0,0,43,0,1,0,0.0,0.0,0.2,1,0,29,37,78.4,0,0,4,23,18,2,2,43,,0,0,28,592,134,0.2,1,0,0,0
2022-10-18,Matchweek 12,Away,D 0–0,Nott'ham Forest,Brighton,Y,90,0,0,0,0,0,0,0,0,53,0,0,0,0.0,0.0,0.0,0,0,32,43,74.4,1,0,13,42,11,0,0,53,,2,0,35,504,217,0.0,0,1,0,0
2022-10-22,Matchweek 13,Home,W 1–0,Nott'ham Forest,Liverpool,Y,90,0,0,0,0,0,0,0,0,20,0,1,0,0.0,0.0,0.3,1,0,9,12,75.0,0,0,9,15,4,1,0,20,,0,0,6,219,93,0.2,1,0,1,1
2022-10-30,Matchweek 14,Away,L 0–5,Nott'ham Forest,Arsenal,Y,90,0,0,0,0,1,0,0,0,32,1,1,5,0.1,0.1,0.0,0,0,18,23,78.3,0,1,7,19,10,3,2,32,100.0,0,0,18,375,101,0.0,0,0,0,0
2022-11-05,Matchweek 15,Home,D 2–2,Nott'ham Forest,Brentford,Y,89,0,0,0,0,1,0,0,0,52,0,0,1,0.0,0.0,0.0,3,0,37,48,77.1,4,0,9,25,23,4,1,52,,0,0,34,832,182,0.0,0,4,1,0
2022-11-12,Matchweek 16,Home,W 1–0,Nott'ham Forest,Crystal Palace,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-27,Matchweek 17,Away,L 0–3,Nott'ham Forest,Manchester Utd,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-01,Matchweek 18,Home,D 1–1,Nott'ham Forest,Chelsea,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-04,Matchweek 19,Away,W 1–0,Nott'ham Forest,Southampton,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-14,Matchweek 20,Home,W 2–0,Nott'ham Forest,Leicester City,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-21,Matchweek 21,Away,D 1–1,Nott'ham Forest,Bournemouth,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
