Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec
2022-08-06,Matchweek 1,Away,L 0–2,Aston Villa,Bournemouth,N,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,6.0,,1.0,1.0,5.0
2022-08-13,Matchweek 2,Home,W 2–1,Aston Villa,Everton,Y,90.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,35.0,1.0,0.0,0.0,0.6,0.6,1.1,3.0,2.0,20.0,24.0,83.3,0.0,1.0,0.0,1.0,10.0,25.0,7.0,35.0,33.3,3.0,2.0,26.0
2022-08-20,Matchweek 3,Away,L 1–3,Aston Villa,Crystal Palace,Y,90.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,34.0,2.0,0.0,1.0,0.3,0.3,0.0,3.0,0.0,21.0,27.0,77.8,1.0,0.0,0.0,0.0,12.0,22.0,4.0,34.0,,5.0,1.0,28.0
2022-08-28,Matchweek 4,Home,L 0–1,Aston Villa,West Ham,Y,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,21.0,0.0,2.0,0.0,0.2,0.2,0.0,1.0,0.0,16.0,18.0,88.9,1.0,0.0,0.0,4.0,6.0,11.0,2.0,21.0,,0.0,1.0,17.0
2022-08-31,Matchweek 5,Away,L 1–2,Aston Villa,Arsenal,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,88.2,0.0,0.0,2.0,3.0,15.0,5.0,0.0,23.0,,2.0,1.0,16.0
2022-09-03,Matchweek 6,Home,D 1–1,Aston Villa,Manchester City,Y,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,8.0,14.0,57.1,0.0,0.0,1.0,2.0,12.0,7.0,4.0,20.0,0.0,0.0,3.0,17.0
2022-09-16,Matchweek 8,Home,W 1–0,Aston Villa,Southampton,Y,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,35.0,3.0,1.0,0.0,0.1,0.1,0.1,5.0,1.0,14.0,23.0,60.9,2.0,0.0,4.0,5.0,17.0,13.0,3.0,35.0,0.0,2.0,3.0,23.0
2022-10-02,Matchweek 9,Away,D 0–0,Aston Villa,Leeds United,Y,90.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,26.0,0.0,0.0,0.0,1.2,1.2,0.0,4.0,0.0,9.0,17.0,52.9,0.0,2.0,0.0,0.0,6.0,21.0,11.0,26.0,50.0,0.0,2.0,25.0
2022-10-10,Matchweek 10,Away,D 1–1,Aston Villa,Nott'ham Forest,Y,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,0.0,0.0,2.0,0.1,0.1,0.2,1.0,0.0,11.0,19.0,57.9,0.0,0.0,1.0,3.0,10.0,18.0,5.0,31.0,0.0,2.0,3.0,21.0
2022-10-16,Matchweek 11,Home,L 0–2,Aston Villa,Chelsea,Y,90.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,46.0,2.0,1.0,1.0,0.2,0.2,0.1,2.0,0.0,19.0,28.0,67.9,4.0,0.0,0.0,0.0,23.0,24.0,5.0,46.0,0.0,9.0,2.0,34.0
2022-10-20,Matchweek 12,Away,L 0–3,Aston Villa,Fulham,Y,90.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,32.0,0.0,0.0,1.0,0.5,0.5,0.1,2.0,0.0,16.0,22.0,72.7,1.0,1.0,0.0,1.0,18.0,13.0,3.0,32.0,50.0,4.0,1.0,29.0
2022-10-23,Matchweek 13,Home,W 4–0,Aston Villa,Brentford,Y,80.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,34.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,15.0,21.0,71.4,1.0,0.0,0.0,5.0,9.0,20.0,5.0,34.0,0.0,3.0,2.0,24.0
