Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA
2022-08-06,Matchweek 1,Home,W 2–0,Bournemouth,Aston Villa,Y,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,0.0,2.0,0.0,0.0,0.1,5.0,1.0,17.0,32.0,53.1,1.0,6.0,1.0,11.0,16.0,20.0,1.0,43.0,66.7,2.0,1.0,21.0,309.0,120.0,0.1,3.0,1.0,1.0,0.0
2022-08-13,Matchweek 2,Away,L 0–4,Bournemouth,Manchester City,Y,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,20.0,95.0,2.0,2.0,0.0,8.0,14.0,5.0,0.0,26.0,50.0,1.0,2.0,22.0,389.0,86.0,0.0,0.0,2.0,0.0,0.0
2022-08-20,Matchweek 3,Home,L 0–3,Bournemouth,Arsenal,Y,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,49.0,0.0,0.0,2.0,0.1,0.1,0.1,0.0,0.0,26.0,36.0,72.2,0.0,2.0,1.0,9.0,18.0,22.0,2.0,49.0,50.0,3.0,3.0,31.0,327.0,31.0,0.0,1.0,1.0,0.0,0.0
2022-08-27,Matchweek 4,Away,L 0–9,Bournemouth,Liverpool,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,0.1,3.0,0.0,19.0,25.0,76.0,1.0,2.0,3.0,8.0,17.0,10.0,1.0,34.0,66.7,3.0,3.0,21.0,270.0,122.0,0.1,3.0,2.0,0.0,0.0
2022-08-31,Matchweek 5,Home,D 0–0,Bournemouth,Wolves,Y,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,6.0,1.0,1.0,0.0,0.0,0.1,2.0,0.0,16.0,38.0,42.1,1.0,1.0,3.0,15.0,20.0,19.0,2.0,51.0,100.0,5.0,3.0,26.0,253.0,86.0,0.1,1.0,1.0,1.0,1.0
2022-09-03,Matchweek 6,Away,W 3–2,Bournemouth,Nott'ham Forest,Y,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,60.0,2.0,0.0,0.0,0.2,0.2,0.2,3.0,1.0,35.0,48.0,72.9,4.0,2.0,1.0,9.0,24.0,28.0,5.0,60.0,40.0,2.0,2.0,39.0,610.0,176.0,0.2,1.0,2.0,2.0,0.0
2022-09-17,Matchweek 8,Away,D 1–1,Bournemouth,Newcastle Utd,Y,79.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,37.0,1.0,0.0,1.0,0.1,0.1,0.1,3.0,0.0,19.0,26.0,73.1,2.0,3.0,2.0,9.0,18.0,14.0,3.0,37.0,60.0,1.0,0.0,19.0,283.0,68.0,0.0,1.0,1.0,0.0,0.0
2022-10-01,Matchweek 9,Home,D 0–0,Bournemouth,Brentford,Y,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,23.0,39.0,59.0,0.0,1.0,1.0,7.0,12.0,32.0,1.0,50.0,50.0,4.0,3.0,29.0,412.0,97.0,0.0,0.0,0.0,0.0,0.0
2022-10-08,Matchweek 10,Home,W 2–1,Bournemouth,Leicester City,Y,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,1.0,0.0,0.1,0.1,0.0,2.0,0.0,38.0,50.0,76.0,3.0,3.0,0.0,10.0,22.0,30.0,1.0,60.0,50.0,3.0,1.0,36.0,633.0,190.0,0.1,0.0,2.0,1.0,0.0
2022-10-15,Matchweek 11,Away,D 2–2,Bournemouth,Fulham,Y,74.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,41.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,23.0,52.2,0.0,1.0,2.0,11.0,17.0,16.0,5.0,41.0,33.3,1.0,1.0,23.0,141.0,28.0,0.0,0.0,0.0,1.0,1.0
