Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Tkld,Tkld%,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,PrgR,xA,KP,PPA,CrsPA
2022-08-05,Matchweek 1,Home,L 0–2,Crystal Palace,Arsenal,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,66.0,75.8,4.0,49.0,0.0,0.0,7.0,25.0,40.0,12.0,0.0,76.0,0.0,1.0,100.0,183.0,80.0,1.0,0.0,1.0,1.0,48.0,3.0,0.0,0.0,0.0,0.0
2022-08-15,Matchweek 2,Away,D 1–1,Crystal Palace,Liverpool,Y,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,33.0,57.6,1.0,13.0,1.0,1.0,3.0,26.0,16.0,3.0,0.0,45.0,100.0,0.0,0.0,69.0,42.0,1.0,0.0,2.0,1.0,22.0,2.0,0.0,0.0,1.0,0.0
2022-08-20,Matchweek 3,Home,W 3–1,Crystal Palace,Aston Villa,Y,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,1.0,0.0,2.0,0.0,0.0,0.4,5.0,1.0,68.0,84.0,81.0,5.0,40.0,0.0,1.0,2.0,30.0,46.0,13.0,0.0,89.0,50.0,1.0,50.0,122.0,66.0,0.0,0.0,0.0,0.0,55.0,2.0,0.2,3.0,3.0,1.0
2022-08-27,Matchweek 4,Away,L 2–4,Crystal Palace,Manchester City,Y,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,71.4,1.0,6.0,0.0,0.0,2.0,7.0,7.0,2.0,0.0,15.0,,0.0,,27.0,13.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
2022-08-30,Matchweek 5,Home,D 1–1,Crystal Palace,Brentford,N,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,,0.0,,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2022-09-03,Matchweek 6,Away,D 0–0,Crystal Palace,Newcastle Utd,Y,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,26.0,73.1,0.0,11.0,0.0,0.0,6.0,19.0,14.0,5.0,0.0,38.0,0.0,1.0,50.0,58.0,31.0,0.0,0.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0
2022-10-01,Matchweek 9,Home,L 1–2,Crystal Palace,Chelsea,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,40.0,60.0,4.0,30.0,1.0,1.0,3.0,23.0,18.0,7.0,0.0,48.0,50.0,0.0,0.0,108.0,50.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
2022-10-09,Matchweek 10,Home,W 2–1,Crystal Palace,Leeds United,N,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,21.0,66.7,2.0,5.0,0.0,0.0,1.0,11.0,5.0,7.0,0.0,23.0,,0.0,,11.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0
2022-10-15,Matchweek 11,Away,D 0–0,Crystal Palace,Leicester City,Y,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,39.0,76.9,2.0,24.0,2.0,1.0,2.0,18.0,20.0,6.0,1.0,43.0,50.0,0.0,0.0,79.0,43.0,1.0,1.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0
2022-10-18,Matchweek 12,Home,W 2–1,Crystal Palace,Wolves,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,58.0,72.4,6.0,23.0,0.0,0.0,5.0,23.0,30.0,10.0,1.0,61.0,,0.0,,55.0,29.0,0.0,0.0,0.0,0.0,35.0,3.0,0.0,0.0,0.0,0.0
2022-10-22,Matchweek 13,Away,L 0–3,Crystal Palace,Everton,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,61.0,75.0,81.3,7.0,51.0,3.0,0.0,1.0,28.0,41.0,15.0,0.0,83.0,,0.0,,151.0,71.0,0.0,0.0,1.0,2.0,51.0,1.0,0.0,0.0,1.0,1.0
