Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA
2022-08-06,Matchweek 1,Away,L 0–2,Nott'ham Forest,Newcastle Utd,Y,90,0,0,0,0,1,0,0,0,37,0,2,0,0.1,0.1,0.0,3,0,25,27,92.6,3,0,0,3,28,7,1,37,0.0,4,2,25,457,142,0.2,1,5,2,1
2022-08-14,Matchweek 2,Home,W 1–0,Nott'ham Forest,West Ham,Y,90,0,0,0,0,1,0,0,0,32,0,0,1,0.2,0.2,0.1,5,1,20,26,76.9,4,1,0,5,14,14,1,32,100.0,1,0,19,209,116,0.0,2,1,1,0
2022-08-20,Matchweek 3,Away,D 1–1,Nott'ham Forest,Everton,Y,83,0,0,0,0,0,0,0,0,44,0,0,1,0.0,0.0,0.0,2,0,32,40,80.0,1,0,1,3,26,16,0,44,,3,1,37,524,99,0.0,1,4,0,0
2022-08-28,Matchweek 4,Home,L 0–2,Nott'ham Forest,Tottenham,Y,68,0,0,0,0,1,0,0,0,34,0,0,2,0.0,0.0,0.2,4,0,28,30,93.3,1,0,0,0,11,23,3,34,0.0,0,0,27,354,64,0.1,3,3,1,0
2022-08-31,Matchweek 5,Away,L 0–6,Nott'ham Forest,Manchester City,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-03,Matchweek 6,Home,L 2–3,Nott'ham Forest,Bournemouth,Y,66,0,0,0,0,2,1,0,0,25,0,0,0,0.1,0.1,0.0,2,0,17,21,81.0,3,1,2,6,14,6,1,25,100.0,1,1,21,297,115,0.0,1,4,1,0
2022-09-16,Matchweek 8,Home,L 2–3,Nott'ham Forest,Fulham,N,28,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,1,1,10,11,90.9,1,0,0,2,8,3,0,12,,0,0,8,157,36,0.0,0,1,1,0
2022-10-03,Matchweek 9,Away,L 0–4,Nott'ham Forest,Leicester City,Y,68,0,0,0,0,1,0,1,0,21,1,0,1,0.1,0.1,0.0,1,0,14,16,87.5,2,0,0,3,15,3,1,21,0.0,2,0,15,232,72,0.0,0,1,0,0
2022-10-10,Matchweek 10,Home,D 1–1,Nott'ham Forest,Aston Villa,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,Matchweek 11,Away,L 0–1,Nott'ham Forest,Wolves,N,21,0,0,0,0,0,0,0,0,12,0,1,1,0.0,0.0,0.0,1,0,5,8,62.5,0,0,0,1,5,6,3,12,,1,1,7,106,13,0.0,1,1,0,0
2022-10-18,Matchweek 12,Away,D 0–0,Nott'ham Forest,Brighton,Y,85,0,0,0,0,0,0,0,0,17,0,0,1,0.0,0.0,0.0,0,0,11,14,78.6,2,0,1,3,8,6,0,17,,0,0,11,126,54,0.0,0,1,0,0
2022-10-22,Matchweek 13,Home,W 1–0,Nott'ham Forest,Liverpool,Y,63,0,0,0,0,1,1,0,0,26,1,1,2,0.1,0.1,0.0,1,0,7,16,43.8,0,0,2,10,8,9,0,26,,1,3,15,107,37,0.0,0,1,0,0
2022-10-30,Matchweek 14,Away,L 0–5,Nott'ham Forest,Arsenal,Y,55,0,0,0,0,2,0,0,0,15,1,0,0,0.3,0.3,0.0,0,0,5,8,62.5,0,0,1,5,6,4,1,15,0.0,0,0,7,58,17,0.0,0,0,0,0
2022-11-05,Matchweek 15,Home,D 2–2,Nott'ham Forest,Brentford,N,12,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,1,0,5,7,71.4,0,0,0,0,3,5,1,8,,1,0,7,86,1,0.0,0,0,0,0
2022-11-12,Matchweek 16,Home,W 1–0,Nott'ham Forest,Crystal Palace,Y,80,0,0,0,0,1,0,0,0,22,0,0,0,0.1,0.1,0.3,2,0,12,19,63.2,1,1,0,0,17,6,1,22,100.0,0,1,16,176,24,0.0,1,0,1,0
2022-12-27,Matchweek 17,Away,L 0–3,Nott'ham Forest,Manchester Utd,Y,52,0,0,0,0,0,0,0,0,26,0,0,1,0.0,0.0,0.0,1,0,20,23,87.0,4,2,0,1,15,11,1,26,100.0,0,0,19,271,72,0.0,0,4,0,0
2023-01-21,Matchweek 21,Away,D 1–1,Nott'ham Forest,Bournemouth,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
