Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA
2022-08-06,Matchweek 1,Home,W 2–1,Leeds United,Wolves,Y,72.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,42.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,30.0,36.0,83.3,4.0,1.0,1.0,11.0,23.0,8.0,1.0,42.0,100.0,0.0,1.0,27.0,552.0,322.0,0.0,1.0,7.0,0.0,0.0
2022-08-13,Matchweek 2,Away,D 2–2,Leeds United,Southampton,Y,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,60.0,85.0,8.0,0.0,1.0,21.0,40.0,7.0,0.0,68.0,,0.0,0.0,45.0,855.0,406.0,0.0,1.0,7.0,3.0,0.0
2022-08-21,Matchweek 3,Home,W 3–0,Leeds United,Chelsea,Y,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,16.0,20.0,80.0,1.0,1.0,3.0,12.0,13.0,2.0,0.0,27.0,100.0,1.0,1.0,14.0,275.0,63.0,0.0,0.0,3.0,0.0,0.0
2022-08-27,Matchweek 4,Away,L 0–1,Leeds United,Brighton,Y,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,40.0,77.5,6.0,1.0,2.0,17.0,28.0,2.0,0.0,47.0,100.0,1.0,0.0,33.0,618.0,306.0,0.0,1.0,7.0,0.0,0.0
2022-08-30,Matchweek 5,Home,D 1–1,Leeds United,Everton,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,3.0,3.0,2.0,0.0,0.0,0.1,4.0,0.0,58.0,74.0,78.4,7.0,1.0,1.0,9.0,57.0,22.0,0.0,87.0,100.0,0.0,2.0,58.0,931.0,253.0,0.0,2.0,9.0,1.0,0.0
2022-09-03,Matchweek 6,Away,L 2–5,Leeds United,Brentford,Y,85.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,73.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,48.0,61.0,78.7,7.0,2.0,3.0,9.0,43.0,21.0,5.0,73.0,50.0,1.0,0.0,53.0,797.0,347.0,0.1,1.0,16.0,0.0,0.0
2022-10-02,Matchweek 9,Home,D 0–0,Leeds United,Aston Villa,Y,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,29.0,39.0,74.4,4.0,1.0,0.0,13.0,28.0,3.0,0.0,44.0,100.0,0.0,1.0,32.0,531.0,195.0,0.0,1.0,4.0,0.0,0.0
2022-10-09,Matchweek 10,Away,L 1–2,Leeds United,Crystal Palace,Y,83.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.0,2.0,0.0,0.1,0.1,0.0,0.0,0.0,25.0,36.0,69.4,4.0,0.0,0.0,6.0,22.0,15.0,3.0,42.0,,0.0,0.0,27.0,286.0,133.0,0.0,0.0,1.0,1.0,0.0
2022-10-16,Matchweek 11,Home,L 0–1,Leeds United,Arsenal,Y,83.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,36.0,49.0,73.5,2.0,0.0,0.0,14.0,30.0,19.0,1.0,62.0,,1.0,1.0,40.0,450.0,139.0,0.0,1.0,2.0,1.0,0.0
2022-10-20,Matchweek 12,Away,L 0–2,Leeds United,Leicester City,Y,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,27.0,70.4,0.0,0.0,0.0,4.0,19.0,8.0,0.0,31.0,0.0,0.0,2.0,16.0,278.0,44.0,0.0,0.0,0.0,0.0,0.0
