Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec
2022-08-06,Matchweek 1,Away,L 0–2,Aston Villa,Bournemouth,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,3.0,0.0,0.0,0.0,0.2,1.0,0.0,64.0,79.0,81.0,3.0,0.0,3.0,21.0,38.0,28.0,4.0,87.0,0.0,1.0,0.0,54.0
2022-08-13,Matchweek 2,Home,W 2–1,Aston Villa,Everton,Y,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,91.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,80.0,77.5,3.0,0.0,4.0,18.0,32.0,42.0,2.0,91.0,0.0,0.0,0.0,67.0
2022-08-20,Matchweek 3,Away,L 1–3,Aston Villa,Crystal Palace,Y,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,64.0,3.0,1.0,2.0,0.1,0.1,0.1,3.0,0.0,44.0,52.0,84.6,6.0,0.0,6.0,23.0,25.0,17.0,3.0,64.0,,1.0,2.0,31.0
2022-08-28,Matchweek 4,Home,L 0–1,Aston Villa,West Ham,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,0.0,2.0,0.0,0.0,0.3,3.0,0.0,58.0,87.0,66.7,2.0,0.0,3.0,28.0,28.0,37.0,2.0,93.0,0.0,4.0,1.0,57.0
2022-08-31,Matchweek 5,Away,L 1–2,Aston Villa,Arsenal,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,42.0,71.4,2.0,0.0,8.0,19.0,27.0,9.0,0.0,55.0,0.0,2.0,1.0,31.0
2022-09-03,Matchweek 6,Home,D 1–1,Aston Villa,Manchester City,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,28.0,82.1,0.0,0.0,3.0,14.0,14.0,10.0,0.0,37.0,0.0,0.0,0.0,14.0
2022-09-16,Matchweek 8,Home,W 1–0,Aston Villa,Southampton,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,52.0,69.0,75.4,6.0,0.0,3.0,18.0,42.0,21.0,0.0,79.0,,3.0,0.0,41.0
2022-10-29,Matchweek 14,Away,L 0–4,Aston Villa,Newcastle Utd,N,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,80.0,0.0,0.0,1.0,8.0,4.0,1.0,0.0,13.0,,0.0,0.0,8.0
2022-11-06,Matchweek 15,Home,W 3–1,Aston Villa,Manchester Utd,Y,78.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,47.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,35.0,43.0,81.4,2.0,0.0,4.0,17.0,17.0,13.0,0.0,47.0,,0.0,1.0,32.0
2022-11-13,Matchweek 16,Away,W 2–1,Aston Villa,Brighton,Y,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,27.0,70.4,0.0,0.0,3.0,26.0,7.0,4.0,1.0,36.0,,0.0,1.0,14.0
2022-12-26,Matchweek 17,Home,L 1–3,Aston Villa,Liverpool,Y,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,86.0,1.0,0.0,0.0,0.0,0.0,0.5,4.0,0.0,55.0,72.0,76.4,8.0,0.0,7.0,32.0,26.0,28.0,4.0,86.0,0.0,0.0,2.0,49.0
2023-01-01,Matchweek 18,Away,W 2–0,Aston Villa,Tottenham,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,34.0,44.0,77.3,1.0,0.0,3.0,25.0,16.0,11.0,0.0,52.0,,2.0,0.0,30.0
2023-01-04,Matchweek 19,Home,D 1–1,Aston Villa,Wolves,Y,66.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,53.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,46.0,65.2,1.0,0.0,1.0,12.0,16.0,25.0,3.0,53.0,0.0,2.0,0.0,32.0
2023-01-13,Matchweek 20,Home,W 2–1,Aston Villa,Leeds United,Y,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,,0.0,2.0,2.0
