Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec
2022-08-06,Matchweek 1,Away,D 2–2,Liverpool,Fulham,N,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,17.0,21.0,81.0,3.0,0.0,0.0,1.0,13.0,11.0,2.0,25.0,0.0,1.0,1.0,18.0
2022-08-15,Matchweek 2,Home,D 1–1,Liverpool,Crystal Palace,Y,78.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,70.0,5.0,2.0,1.0,0.3,0.3,0.2,6.0,0.0,54.0,60.0,90.0,2.0,1.0,0.0,6.0,33.0,33.0,4.0,70.0,100.0,0.0,1.0,54.0
2022-08-22,Matchweek 3,Away,L 1–2,Liverpool,Manchester Utd,Y,90.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,1.0,0.3,0.3,0.1,3.0,0.0,48.0,56.0,85.7,7.0,1.0,0.0,10.0,25.0,29.0,3.0,64.0,100.0,1.0,1.0,52.0
2022-08-27,Matchweek 4,Home,W 9–0,Liverpool,Bournemouth,Y,45.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.8,5.0,2.0,32.0,40.0,80.0,3.0,2.0,0.0,1.0,19.0,21.0,2.0,41.0,100.0,0.0,0.0,35.0
2022-08-31,Matchweek 5,Home,W 2–1,Liverpool,Newcastle Utd,Y,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,61.0,0.0,0.0,0.0,0.1,0.1,0.0,4.0,1.0,41.0,52.0,78.8,5.0,4.0,0.0,4.0,23.0,34.0,3.0,61.0,44.4,1.0,3.0,46.0
2022-09-03,Matchweek 6,Away,D 0–0,Liverpool,Everton,Y,79.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,32.0,65.6,5.0,1.0,0.0,5.0,16.0,15.0,1.0,35.0,100.0,2.0,1.0,28.0
2022-10-01,Matchweek 9,Home,D 3–3,Liverpool,Brighton,N,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,15.0,17.0,88.2,2.0,0.0,0.0,2.0,6.0,12.0,1.0,19.0,,0.0,1.0,13.0
2022-10-09,Matchweek 10,Away,L 2–3,Liverpool,Arsenal,N,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,1.0,0.0,0.0,2.0,2.0,5.0,1.0,9.0,,0.0,0.0,6.0
2022-10-16,Matchweek 11,Home,W 1–0,Liverpool,Manchester City,Y,72.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,35.0,0.0,0.0,2.0,0.1,0.1,0.1,2.0,0.0,23.0,27.0,85.2,7.0,0.0,0.0,10.0,8.0,17.0,2.0,35.0,0.0,1.0,0.0,24.0
2022-10-19,Matchweek 12,Home,W 1–0,Liverpool,West Ham,N,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,9.0,10.0,90.0,0.0,0.0,1.0,6.0,2.0,8.0,0.0,16.0,,2.0,1.0,9.0
2022-10-22,Matchweek 13,Away,L 0–1,Liverpool,Nott'ham Forest,Y,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,76.0,1.0,0.0,1.0,0.1,0.1,0.5,6.0,0.0,52.0,66.0,78.8,5.0,3.0,0.0,6.0,22.0,49.0,4.0,76.0,60.0,4.0,0.0,61.0
2022-10-29,Matchweek 14,Home,L 1–2,Liverpool,Leeds United,Y,59.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,35.0,68.6,1.0,0.0,1.0,5.0,26.0,13.0,0.0,44.0,0.0,3.0,3.0,28.0
2022-11-06,Matchweek 15,Away,W 2–1,Liverpool,Tottenham,Y,73.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,41.0,51.0,80.4,4.0,0.0,2.0,14.0,32.0,14.0,1.0,60.0,0.0,1.0,0.0,42.0
2022-11-12,Matchweek 16,Home,W 3–1,Liverpool,Southampton,Y,67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,1.0,2.0,0.0,0.0,0.4,3.0,1.0,41.0,50.0,82.0,5.0,0.0,2.0,10.0,36.0,11.0,1.0,56.0,0.0,0.0,1.0,43.0
2022-12-26,Matchweek 17,Away,W 3–1,Liverpool,Aston Villa,N,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,1.0,0.0,2.0,4.0,5.0,1.0,0.0,10.0,,0.0,0.0,6.0
