Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec
2022-08-06,Matchweek 1,Away,W 1–0,Chelsea,Everton,Y,64.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,37.0,0.0,0.0,1.0,0.1,0.1,0.0,3.0,0.0,26.0,30.0,86.7,1.0,0.0,1.0,1.0,11.0,25.0,4.0,37.0,0.0,2.0,1.0,30.0
2022-08-14,Matchweek 2,Home,D 2–2,Chelsea,Tottenham,Y,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,80.0,7.0,0.0,4.0,0.2,0.2,0.1,2.0,0.0,50.0,65.0,76.9,3.0,2.0,2.0,8.0,30.0,44.0,5.0,80.0,66.7,1.0,4.0,57.0
2022-08-21,Matchweek 3,Away,L 0–3,Chelsea,Leeds United,Y,76.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,49.0,3.0,0.0,3.0,0.3,0.3,0.3,4.0,0.0,27.0,37.0,73.0,1.0,2.0,1.0,5.0,12.0,32.0,6.0,49.0,66.7,0.0,3.0,33.0
2022-08-27,Matchweek 4,Home,W 2–1,Chelsea,Leicester City,Y,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,72.2,0.0,0.0,0.0,0.0,14.0,11.0,1.0,25.0,,2.0,0.0,14.0
2022-08-30,Matchweek 5,Away,L 1–2,Chelsea,Southampton,Y,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,59.0,3.0,0.0,1.0,0.1,0.1,0.3,3.0,0.0,29.0,43.0,67.4,5.0,0.0,1.0,6.0,23.0,30.0,4.0,59.0,,6.0,1.0,45.0
2022-09-03,Matchweek 6,Home,W 2–1,Chelsea,West Ham,N,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,21.0,71.4,2.0,0.0,1.0,2.0,11.0,10.0,0.0,23.0,,0.0,1.0,17.0
2022-10-01,Matchweek 9,Away,W 2–1,Chelsea,Crystal Palace,Y,83.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,43.0,0.0,0.0,0.0,0.2,0.2,0.1,2.0,0.0,33.0,37.0,89.2,3.0,0.0,1.0,3.0,21.0,19.0,4.0,43.0,0.0,0.0,1.0,36.0
2022-10-08,Matchweek 10,Home,W 3–0,Chelsea,Wolves,Y,71.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,0.1,0.1,0.5,8.0,2.0,35.0,44.0,79.5,5.0,2.0,0.0,2.0,18.0,30.0,5.0,50.0,66.7,1.0,1.0,42.0
2022-10-16,Matchweek 11,Away,W 2–0,Chelsea,Aston Villa,Y,90.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,46.0,1.0,0.0,1.0,0.4,0.4,0.0,1.0,1.0,25.0,35.0,71.4,1.0,2.0,2.0,10.0,25.0,13.0,3.0,46.0,100.0,2.0,2.0,28.0
2022-10-19,Matchweek 12,Away,D 0–0,Chelsea,Brentford,Y,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,80.0,3.0,0.0,1.0,5.0,13.0,19.0,2.0,36.0,,1.0,0.0,23.0
2022-10-22,Matchweek 13,Home,D 1–1,Chelsea,Manchester Utd,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,1.0,1.0,0.0,0.0,0.1,2.0,0.0,23.0,35.0,65.7,4.0,2.0,0.0,5.0,18.0,25.0,2.0,47.0,40.0,1.0,1.0,23.0
2022-10-29,Matchweek 14,Away,L 1–4,Chelsea,Brighton,Y,90.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,69.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,49.0,58.0,84.5,7.0,0.0,1.0,4.0,38.0,27.0,4.0,69.0,,2.0,2.0,51.0
2022-11-06,Matchweek 15,Home,L 0–1,Chelsea,Arsenal,Y,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,1.0,0.0,1.0,0.0,0.0,0.1,1.0,0.0,14.0,25.0,56.0,0.0,0.0,2.0,9.0,15.0,10.0,2.0,34.0,,5.0,0.0,17.0
2022-11-12,Matchweek 16,Away,L 0–1,Chelsea,Newcastle Utd,Y,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,18.0,66.7,1.0,1.0,1.0,6.0,13.0,6.0,0.0,25.0,50.0,1.0,2.0,18.0
2022-12-27,Matchweek 17,Home,W 2–0,Chelsea,Bournemouth,Y,90.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,59.0,3.0,1.0,1.0,0.1,0.1,0.3,6.0,2.0,37.0,47.0,78.7,5.0,1.0,1.0,11.0,27.0,23.0,1.0,59.0,33.3,3.0,1.0,37.0
2023-01-01,Matchweek 18,Away,D 1–1,Chelsea,Nott'ham Forest,Y,72.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,47.0,0.0,0.0,2.0,0.1,0.1,0.0,1.0,1.0,35.0,44.0,79.5,3.0,2.0,1.0,4.0,35.0,11.0,2.0,47.0,100.0,1.0,0.0,39.0
2023-01-12,Matchweek 7,Away,L 1–2,Chelsea,Fulham,Y,79.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,47.0,1.0,0.0,2.0,0.0,0.0,0.2,8.0,1.0,24.0,38.0,63.2,0.0,1.0,0.0,7.0,18.0,22.0,1.0,47.0,100.0,2.0,0.0,25.0
2023-01-15,Matchweek 20,Home,W 1–0,Chelsea,Crystal Palace,Y,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,54.0,0.0,1.0,1.0,0.0,0.0,0.6,3.0,0.0,36.0,48.0,75.0,4.0,0.0,0.0,8.0,12.0,34.0,3.0,54.0,0.0,1.0,0.0,37.0
2023-01-21,Matchweek 21,Away,D 0–0,Chelsea,Liverpool,Y,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,2.0,1.0,0.0,0.0,0.2,3.0,0.0,19.0,26.0,73.1,5.0,0.0,1.0,5.0,22.0,9.0,1.0,35.0,,3.0,2.0,25.0
