Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA
2022-08-07,Matchweek 1,Away,W 2–0,Manchester City,West Ham,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13,Matchweek 2,Home,W 4–0,Manchester City,Bournemouth,N,27,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,19,19,100.0,0,0,1,6,13,0,0,19,,0,0,17,358,137,0.0,0,2,0,0
2022-08-21,Matchweek 3,Away,D 3–3,Manchester City,Newcastle Utd,Y,90,0,0,0,0,0,0,1,0,55,0,0,0,0.0,0.0,0.0,0,0,50,53,94.3,0,0,4,28,26,1,0,55,,0,0,38,886,180,0.0,0,2,0,0
2022-08-27,Matchweek 4,Home,W 4–2,Manchester City,Crystal Palace,Y,90,0,1,0,0,1,0,0,0,105,3,0,1,0.2,0.2,0.6,1,1,99,100,99.0,4,0,4,27,68,11,1,105,0.0,0,0,92,1536,491,0.0,1,9,0,0
2022-08-31,Matchweek 5,Home,W 6–0,Manchester City,Nott'ham Forest,Y,74,0,1,0,0,0,0,0,0,86,0,0,0,0.0,0.0,0.4,1,1,81,84,96.4,5,2,6,34,48,4,1,86,100.0,0,0,73,1446,518,0.5,1,6,1,0
2022-09-03,Matchweek 6,Away,D 1–1,Manchester City,Aston Villa,Y,90,0,0,0,0,0,0,0,0,100,1,0,1,0.0,0.0,0.0,0,0,92,95,96.8,1,0,7,46,52,2,1,100,0.0,0,0,84,1777,487,0.0,0,1,0,0
2022-09-17,Matchweek 8,Away,W 3–0,Manchester City,Wolves,Y,90,0,0,0,0,1,1,0,0,69,2,1,2,0.0,0.0,0.0,1,0,57,61,93.4,1,0,3,16,43,10,1,69,,1,1,52,906,198,0.0,0,4,0,0
2022-10-22,Matchweek 13,Home,W 3–1,Manchester City,Brighton,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-29,Matchweek 14,Away,W 1–0,Manchester City,Leicester City,Y,90,0,0,0,0,0,0,0,0,98,2,0,0,0.0,0.0,0.0,0,0,86,92,93.5,5,0,4,9,59,30,1,98,,0,0,80,1503,160,0.1,0,12,0,0
2022-11-05,Matchweek 15,Home,W 2–1,Manchester City,Fulham,Y,90,0,0,0,0,0,0,0,0,73,0,1,1,0.0,0.0,0.1,1,0,61,65,93.8,1,1,4,18,38,17,2,73,100.0,2,0,51,942,199,0.1,1,1,1,0
2022-11-12,Matchweek 16,Home,L 1–2,Manchester City,Brentford,Y,90,0,0,0,0,3,0,0,0,81,1,1,0,0.2,0.2,0.1,6,0,60,73,82.2,2,0,1,17,33,31,5,81,,0,0,54,988,164,0.0,2,6,0,0
2022-12-28,Matchweek 17,Away,W 3–1,Manchester City,Leeds United,Y,90,0,0,0,0,1,0,0,0,87,0,1,1,0.0,0.0,0.0,0,0,75,81,92.6,5,0,6,35,49,3,1,87,,0,0,69,1272,386,0.0,0,3,0,0
2022-12-31,Matchweek 18,Home,D 1–1,Manchester City,Everton,Y,90,0,0,0,0,1,0,0,0,95,1,0,0,0.1,0.1,0.0,0,0,85,91,93.4,8,0,1,14,71,10,1,95,,0,0,83,1437,479,0.0,0,9,0,0
2023-01-05,Matchweek 19,Away,W 1–0,Manchester City,Chelsea,Y,90,0,0,0,0,0,0,0,0,102,2,1,2,0.0,0.0,0.0,0,0,88,90,97.8,8,0,7,37,64,2,0,102,,1,1,80,1615,824,0.0,0,12,0,0
2023-01-19,Matchweek 7,Home,W 4–2,Manchester City,Tottenham,Y,90,0,0,0,0,0,0,0,0,84,0,0,0,0.0,0.0,0.0,1,1,73,80,91.3,5,0,2,32,53,1,0,84,,0,0,66,1176,420,0.0,0,3,0,0
2023-01-22,Matchweek 21,Home,W 3–0,Manchester City,Wolves,Y,90,0,0,0,0,0,0,0,0,72,0,0,1,0.0,0.0,0.0,0,0,64,68,94.1,2,1,7,27,37,9,0,72,50.0,0,0,55,1019,324,0.0,0,5,0,0
