Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA
2022-10-02,Matchweek 9,Home,W 6–3,Manchester City,Manchester Utd,N,16,0,0,0,0,1,0,0,0,21,0,0,0,0.1,0.1,0.0,0,0,18,20,90.0,0,0,3,15,5,1,1,21,,0,0,20,340,94,0.0,0,0,0,0
2022-10-08,Matchweek 10,Home,W 4–0,Manchester City,Southampton,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-16,Matchweek 11,Away,L 0–1,Manchester City,Liverpool,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-22,Matchweek 13,Home,W 3–1,Manchester City,Brighton,Y,90,0,0,0,0,2,0,0,0,53,0,0,3,0.0,0.0,0.0,0,0,41,44,93.2,2,0,4,20,31,3,2,53,,0,0,34,702,195,0.0,0,3,0,0
2022-10-29,Matchweek 14,Away,W 1–0,Manchester City,Leicester City,Y,90,0,0,0,0,1,0,0,0,113,1,0,1,0.0,0.0,0.0,2,0,97,108,89.8,5,0,9,22,71,20,1,113,0.0,1,0,95,1696,382,0.1,1,17,1,0
2022-11-05,Matchweek 15,Home,W 2–1,Manchester City,Fulham,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-12,Matchweek 16,Home,L 1–2,Manchester City,Brentford,Y,90,0,0,0,0,3,0,0,0,92,1,1,1,0.1,0.1,0.1,2,0,70,78,89.7,6,1,12,30,30,32,3,92,100.0,0,0,67,1057,424,0.1,2,7,3,0
2022-12-28,Matchweek 17,Away,W 3–1,Manchester City,Leeds United,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-14,Matchweek 20,Away,L 1–2,Manchester City,Manchester Utd,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19,Matchweek 7,Home,W 4–2,Manchester City,Tottenham,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-22,Matchweek 21,Home,W 3–0,Manchester City,Wolves,Y,90,0,0,0,0,0,0,0,0,68,0,0,1,0.0,0.0,0.0,0,0,62,64,96.9,2,0,6,24,31,13,0,68,,0,0,54,1106,321,0.0,0,5,1,0
