Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA
2022-08-05,Matchweek 1,Home,L 0–2,Crystal Palace,Arsenal,N,16,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,15,17,88.2,3,0,0,2,10,5,0,17,,0,0,14,225,60,0.0,0,1,1,0
2022-08-15,Matchweek 2,Away,D 1–1,Crystal Palace,Liverpool,N,12,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,2,1,0,0,3,,1,0,1,13,4,0.0,0,0,0,0
2022-08-20,Matchweek 3,Home,W 3–1,Crystal Palace,Aston Villa,N,9,0,0,0,0,0,0,0,0,4,0,1,1,0.0,0.0,0.0,0,0,1,2,50.0,0,0,1,2,2,0,0,4,,0,0,1,11,0,0.0,0,0,0,0
2022-08-27,Matchweek 4,Away,L 2–4,Crystal Palace,Manchester City,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-30,Matchweek 5,Home,D 1–1,Crystal Palace,Brentford,N,15,0,0,0,0,0,0,0,0,15,1,1,0,0.0,0.0,0.0,0,0,11,13,84.6,1,0,1,5,10,2,0,15,,0,0,7,147,53,0.0,0,1,0,0
2022-09-03,Matchweek 6,Away,D 0–0,Crystal Palace,Newcastle Utd,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-01,Matchweek 9,Home,L 1–2,Crystal Palace,Chelsea,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-09,Matchweek 10,Home,W 2–1,Crystal Palace,Leeds United,N,27,0,0,0,0,0,0,0,0,6,1,0,1,0.0,0.0,0.0,0,0,2,3,66.7,0,0,1,3,2,1,0,6,,1,1,3,26,4,0.0,0,1,0,0
2022-10-15,Matchweek 11,Away,D 0–0,Crystal Palace,Leicester City,N,35,0,0,0,0,1,0,0,0,32,1,1,2,0.0,0.0,0.0,0,0,22,26,84.6,1,0,2,13,14,5,0,32,,0,1,20,442,162,0.0,0,3,0,0
2022-10-18,Matchweek 12,Home,W 2–1,Crystal Palace,Wolves,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-22,Matchweek 13,Away,L 0–3,Crystal Palace,Everton,Y*,61,0,0,0,0,1,0,0,0,43,1,0,3,0.0,0.0,0.0,0,0,32,37,86.5,0,0,3,19,22,3,0,43,,0,2,27,543,173,0.0,0,1,0,0
2022-10-29,Matchweek 14,Home,W 1–0,Crystal Palace,Southampton,Y*,90,0,0,0,0,3,0,0,0,59,4,2,1,0.2,0.2,0.0,1,0,33,43,76.7,3,0,7,18,23,18,0,59,,0,1,30,524,154,0.0,1,3,0,0
2022-11-06,Matchweek 15,Away,W 2–1,Crystal Palace,West Ham,N,14,0,0,0,0,0,0,0,0,15,0,1,0,0.0,0.0,0.0,0,0,10,13,76.9,0,0,0,5,10,0,0,15,,0,0,10,247,44,0.0,0,1,0,0
2022-11-12,Matchweek 16,Away,L 0–1,Crystal Palace,Nott'ham Forest,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-26,Matchweek 17,Home,L 0–3,Crystal Palace,Fulham,N,7,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.1,1,0,2,2,100.0,0,0,0,0,1,1,0,2,,0,0,0,41,24,0.1,1,0,0,0
2023-01-04,Matchweek 19,Home,L 0–4,Crystal Palace,Tottenham,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-15,Matchweek 20,Away,L 0–1,Crystal Palace,Chelsea,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-18,Matchweek 7,Home,D 1–1,Crystal Palace,Manchester Utd,N,7,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,0,0,3,5,60.0,0,0,1,3,3,0,0,6,,0,0,3,37,0,0.0,0,0,0,0
2023-01-21,Matchweek 21,Home,D 0–0,Crystal Palace,Newcastle Utd,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
