Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA
2022-08-27,Matchweek 4,Home,D 1–1,Brentford,Everton,Y,67,0,0,0,0,0,0,0,0,65,1,1,2,0.0,0.0,0.1,1,0,55,59,93.2,4,0,4,25,39,1,1,65,,0,0,47,900,321,0.1,1,7,0,0
2022-08-30,Matchweek 5,Away,D 1–1,Brentford,Crystal Palace,Y,90,0,0,0,0,1,0,0,0,66,2,3,1,0.4,0.4,0.0,1,0,48,58,82.8,4,0,12,22,39,5,3,66,,1,0,42,802,304,0.0,0,2,0,0
2022-09-03,Matchweek 6,Home,W 5–2,Brentford,Leeds United,N,24,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,0,0,1,1,5,1,0,7,,0,1,2,67,29,0.0,0,0,0,0
2022-09-18,Matchweek 8,Home,L 0–3,Brentford,Arsenal,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-01,Matchweek 9,Away,D 0–0,Brentford,Bournemouth,N,26,0,0,0,0,0,0,0,0,32,1,0,0,0.0,0.0,0.0,0,0,30,32,93.8,1,0,4,14,18,0,0,32,,0,0,25,553,188,0.0,0,2,0,0
2022-10-08,Matchweek 10,Away,L 1–5,Brentford,Newcastle Utd,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-14,Matchweek 11,Home,W 2–0,Brentford,Brighton,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-19,Matchweek 12,Home,D 0–0,Brentford,Chelsea,Y,90,0,0,0,0,0,0,0,0,58,3,2,0,0.0,0.0,0.0,0,0,38,51,74.5,3,0,5,32,21,5,1,58,,1,0,31,647,383,0.0,0,5,0,0
2022-10-23,Matchweek 13,Away,L 0–4,Brentford,Aston Villa,Y,60,0,0,0,0,1,0,0,0,32,0,0,2,0.1,0.1,0.0,0,0,22,27,81.5,2,0,4,20,11,1,1,32,,0,0,16,376,147,0.0,0,1,0,0
2022-10-29,Matchweek 14,Home,D 1–1,Brentford,Wolves,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-05,Matchweek 15,Away,D 2–2,Brentford,Nott'ham Forest,N,10,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,0,5,0.0,0,0,2,7,0,0,0,7,,0,0,1,0,0,0.0,0,0,0,0
2022-11-12,Matchweek 16,Away,W 2–1,Brentford,Manchester City,Y,90,0,0,0,0,0,0,0,0,36,1,3,8,0.0,0.0,0.0,0,0,8,13,61.5,0,0,22,30,4,2,0,36,,0,0,8,128,24,0.0,0,1,0,0
2022-12-26,Matchweek 17,Home,D 2–2,Brentford,Tottenham,Y,90,0,0,0,0,1,1,0,0,39,0,2,4,0.0,0.0,0.0,0,0,22,31,71.0,0,0,2,17,21,1,1,39,,0,0,18,392,137,0.0,0,2,0,0
2022-12-30,Matchweek 18,Away,W 2–0,Brentford,West Ham,Y,90,0,0,0,0,0,0,0,0,37,5,2,0,0.0,0.0,0.0,1,1,21,25,84.0,1,0,5,19,17,2,0,37,0.0,0,0,16,413,269,0.0,0,1,0,0
2023-01-02,Matchweek 19,Home,W 3–1,Brentford,Liverpool,Y,90,0,0,0,0,0,0,1,0,26,1,1,0,0.0,0.0,0.0,0,0,13,19,68.4,0,0,2,16,10,0,0,26,,0,0,3,149,94,0.0,0,2,0,0
2023-01-14,Matchweek 20,Home,W 2–0,Brentford,Bournemouth,N,9,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,11,12,91.7,1,0,0,3,8,2,0,13,,0,0,11,194,66,0.0,0,0,0,0
2023-01-22,Matchweek 21,Away,D 0–0,Brentford,Leeds United,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
