Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Tkld,Tkld%,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,PrgR,xA,KP,PPA,CrsPA
2022-08-07,Matchweek 1,Away,D 2–2,Brentford,Leicester City,Y,82,0,0,0,0,2,0,0,0,21,1,1,0,0.1,0.1,0.0,2,1,10,15,66.7,0,16,4,0,1,2,8,11,1,21,0.0,1,100.0,96,57,1,1,1,1,16,5,0.0,0,0,0
2022-08-13,Matchweek 2,Home,W 4–0,Brentford,Manchester Utd,N,18,0,0,0,0,1,1,0,0,7,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,1,6,0,0,0,0,1,6,1,7,,0,,28,4,0,0,0,3,7,0,0.0,0,0,0
2022-08-20,Matchweek 3,Away,L 2–3,Brentford,Fulham,Y,82,0,1,0,0,1,1,0,0,27,0,0,1,0.1,0.1,0.9,1,0,13,18,72.2,1,16,1,0,1,4,10,13,2,27,0.0,0,0.0,41,10,0,0,4,1,21,6,0.0,1,1,0
2022-08-27,Matchweek 4,Home,D 1–1,Brentford,Everton,Y,67,0,0,0,0,1,0,1,0,13,1,0,1,0.4,0.4,0.0,1,0,2,5,40.0,0,4,0,0,0,2,4,7,3,13,0.0,1,100.0,5,1,0,0,1,1,4,1,0.0,0,0,0
2022-08-30,Matchweek 5,Away,D 1–1,Brentford,Crystal Palace,N,12,1,0,0,0,1,1,0,0,8,0,0,0,0.3,0.3,0.0,0,0,5,6,83.3,1,5,0,0,0,0,4,4,1,8,,0,,36,12,0,0,1,0,7,3,0.0,0,1,0
2022-09-03,Matchweek 6,Home,W 5–2,Brentford,Leeds United,N,8,1,0,0,0,2,1,0,0,8,1,0,1,0.7,0.7,0.0,2,1,3,4,75.0,0,3,1,0,0,0,5,3,2,8,,0,,19,11,0,1,1,0,2,0,0.0,0,0,0
2022-09-18,Matchweek 8,Home,L 0–3,Brentford,Arsenal,N,15,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,3,0,0,0,2,3,0,0,5,,0,,7,0,0,0,1,2,5,0,0.0,0,0,0
2022-10-01,Matchweek 9,Away,D 0–0,Brentford,Bournemouth,N,30,0,0,0,0,1,0,0,0,8,0,0,0,0.0,0.0,0.0,1,0,3,6,50.0,0,5,0,0,0,2,4,3,1,8,,0,,9,0,0,0,1,0,5,1,0.0,0,0,0
2022-10-08,Matchweek 10,Away,L 1–5,Brentford,Newcastle Utd,N,29,0,0,0,0,1,0,0,0,12,0,0,0,0.2,0.2,0.0,0,0,4,7,57.1,1,5,0,0,0,0,1,11,3,12,0.0,1,100.0,14,0,0,0,0,0,7,1,0.0,0,0,0
2022-10-14,Matchweek 11,Home,W 2–0,Brentford,Brighton,Y,70,0,0,0,0,1,0,0,0,19,0,0,0,0.0,0.0,0.0,1,0,8,12,66.7,2,11,0,4,1,4,6,9,0,19,66.7,1,16.7,33,6,1,0,1,3,11,3,0.0,0,0,0
2022-10-19,Matchweek 12,Home,D 0–0,Brentford,Chelsea,N,18,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.1,3,0,3,3,100.0,1,3,1,1,2,2,3,3,0,7,100.0,0,0.0,42,36,1,0,2,0,2,0,0.0,1,1,0
2022-10-23,Matchweek 13,Away,L 0–4,Brentford,Aston Villa,N,30,0,0,0,0,2,1,0,0,19,3,0,0,0.1,0.1,0.0,0,0,8,10,80.0,2,9,0,0,0,1,9,10,2,19,0.0,2,100.0,45,6,1,0,1,0,9,3,0.0,0,0,0
2022-10-29,Matchweek 14,Home,D 1–1,Brentford,Wolves,Y,74,0,0,0,0,1,0,0,0,31,2,1,0,0.0,0.0,0.0,1,0,13,20,65.0,0,18,1,1,1,8,9,15,4,31,100.0,0,0.0,117,23,0,1,4,5,18,5,0.0,1,0,0
2022-11-05,Matchweek 15,Away,D 2–2,Brentford,Nott'ham Forest,Y,90,1,0,0,0,2,1,0,0,26,1,0,0,0.5,0.5,0.1,2,1,18,19,94.7,3,18,0,0,1,2,15,9,3,26,0.0,1,50.0,67,19,0,0,0,2,18,8,0.0,1,0,0
2022-11-12,Matchweek 16,Away,W 2–1,Brentford,Manchester City,N,17,0,0,0,0,0,0,0,0,10,1,1,0,0.0,0.0,0.0,1,1,5,8,62.5,1,5,1,2,1,2,5,5,0,10,100.0,0,0.0,85,57,0,0,0,0,3,1,0.0,0,1,0
2022-12-26,Matchweek 17,Home,D 2–2,Brentford,Tottenham,N,9,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,2,0,0,0,2,0,2,0,4,,0,,2,1,0,0,0,0,2,0,0.0,0,0,0
2022-12-30,Matchweek 18,Away,W 2–0,Brentford,West Ham,N,33,0,0,0,0,1,1,0,0,16,0,0,0,0.2,0.2,0.0,1,0,7,11,63.6,1,12,1,0,0,2,6,8,3,16,0.0,0,0.0,72,42,0,1,2,0,11,4,0.0,0,0,0
