Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec
2022-08-07,Matchweek 1,Away,W 2–1,Brighton,Manchester Utd,Y,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,36.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,25.0,28.0,89.3,4.0,0.0,3.0,10.0,19.0,7.0,0.0,36.0,,1.0,1.0,18.0
2022-08-13,Matchweek 2,Home,D 0–0,Brighton,Newcastle Utd,Y,90.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,61.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,53.0,86.8,6.0,0.0,2.0,13.0,38.0,12.0,0.0,61.0,,0.0,0.0,39.0
2022-08-21,Matchweek 3,Away,W 2–0,Brighton,West Ham,Y,90.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,78.0,2.0,2.0,2.0,0.8,0.0,0.0,3.0,1.0,60.0,69.0,87.0,3.0,1.0,4.0,15.0,49.0,15.0,1.0,77.0,100.0,1.0,0.0,55.0
2022-08-27,Matchweek 4,Home,W 1–0,Brighton,Leeds United,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,30.0,73.3,2.0,1.0,1.0,7.0,27.0,5.0,0.0,39.0,50.0,0.0,2.0,17.0
2022-08-30,Matchweek 5,Away,L 1–2,Brighton,Fulham,Y,90.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,55.0,4.0,3.0,1.0,0.8,0.0,0.0,0.0,0.0,34.0,40.0,85.0,4.0,1.0,2.0,16.0,31.0,9.0,1.0,54.0,100.0,2.0,5.0,25.0
2022-09-04,Matchweek 6,Home,W 5–2,Brighton,Leicester City,Y,90.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,52.0,2.0,2.0,0.0,1.0,0.2,0.0,2.0,1.0,37.0,43.0,86.0,3.0,1.0,0.0,10.0,31.0,12.0,1.0,51.0,100.0,0.0,1.0,27.0
2022-10-01,Matchweek 9,Away,D 3–3,Brighton,Liverpool,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,48.0,53.0,90.6,1.0,1.0,5.0,27.0,32.0,9.0,0.0,68.0,50.0,2.0,1.0,42.0
2022-10-08,Matchweek 10,Home,L 0–1,Brighton,Tottenham,Y,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,131.0,4.0,1.0,2.0,0.1,0.1,0.1,5.0,0.0,106.0,118.0,89.8,4.0,1.0,3.0,20.0,81.0,31.0,0.0,131.0,100.0,3.0,1.0,106.0
2022-10-14,Matchweek 11,Away,L 0–2,Brighton,Brentford,Y,90.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,102.0,4.0,0.0,1.0,0.1,0.1,0.2,4.0,0.0,78.0,92.0,84.8,4.0,0.0,2.0,17.0,53.0,32.0,0.0,102.0,,0.0,0.0,78.0
2022-10-18,Matchweek 12,Home,D 0–0,Brighton,Nott'ham Forest,Y,90.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,94.0,1.0,3.0,0.0,0.1,0.1,0.0,3.0,0.0,74.0,83.0,89.2,4.0,0.0,1.0,16.0,57.0,21.0,0.0,94.0,0.0,1.0,0.0,73.0
2022-10-22,Matchweek 13,Away,L 1–3,Brighton,Manchester City,Y,86.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,39.0,42.0,92.9,3.0,0.0,3.0,11.0,22.0,18.0,0.0,51.0,0.0,3.0,0.0,37.0
2022-10-29,Matchweek 14,Home,W 4–1,Brighton,Chelsea,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,3.0,3.0,1.0,0.0,0.0,0.3,5.0,0.0,30.0,40.0,75.0,2.0,0.0,3.0,25.0,16.0,8.0,0.0,49.0,,0.0,0.0,27.0
2022-11-05,Matchweek 15,Away,W 3–2,Brighton,Wolves,Y,90.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,70.0,3.0,0.0,0.0,0.2,0.2,0.0,3.0,0.0,57.0,61.0,93.4,5.0,1.0,2.0,14.0,38.0,18.0,0.0,70.0,50.0,0.0,1.0,52.0
2022-11-13,Matchweek 16,Home,L 1–2,Brighton,Aston Villa,Y,90.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,83.0,2.0,2.0,1.0,0.3,0.3,0.2,1.0,0.0,68.0,71.0,95.8,4.0,1.0,1.0,9.0,52.0,24.0,1.0,83.0,33.3,0.0,1.0,61.0
2023-01-03,Matchweek 19,Away,W 4–1,Brighton,Everton,N,29.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,24.0,25.0,96.0,1.0,1.0,0.0,8.0,14.0,6.0,0.0,28.0,100.0,0.0,0.0,26.0
2023-01-14,Matchweek 20,Home,W 3–0,Brighton,Liverpool,Y,82.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,74.0,1.0,0.0,0.0,0.1,0.1,0.1,3.0,0.0,60.0,68.0,88.2,5.0,1.0,0.0,13.0,43.0,18.0,2.0,74.0,100.0,1.0,1.0,57.0
2023-01-21,Matchweek 21,Away,D 2–2,Brighton,Leicester City,Y,90.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,41.0,1.0,0.0,1.0,0.1,0.1,0.2,6.0,1.0,34.0,38.0,89.5,5.0,3.0,0.0,5.0,23.0,13.0,3.0,41.0,75.0,0.0,2.0,36.0
